check	issue	state	relevant	closureKind	disposition	cluster	matrixKey	owner	proofKind	exactTest	command	title	url	reason
[x]	957	CLOSED	no	invalid-skip	skip	docs-release-package	Skip: docs-release-package	N/A	N/A		N/A	Keymaps that contain 'Ctrl' on windows for non-latin languages dont fire.	https://github.com/ProseMirror/prosemirror/issues/957	Skipped as docs-release-package; no title-level portable Slate-v2 editor invariant.
[x]	958	CLOSED	yes	deferred-with-owner	defer	selection-dom-caret	Selection, caret, DOM range, focus, keyboard navigation, drag/drop	Slate-v2 browser caret visibility owner	caret visibility visual proof required		deferred: add hideselection/image-overflow caret visibility visual oracle	Caret still invisible after hideselection removing from classes.	https://github.com/ProseMirror/prosemirror/issues/958	Relevant caret visibility pressure. Existing caret visibility tests do not cover hide-selection class removal plus image overflow.
[x]	959	CLOSED	no	invalid-skip	skip	selection-dom-caret	Selection, caret, DOM range, focus, keyboard navigation, drag/drop	N/A	invalid-skip ProseMirror NodeSelection API-specific issue		N/A: skipped as non-portable to Slate-v2 editor behavior.	Node in NodeSelection is different from Node in State	https://github.com/ProseMirror/prosemirror/issues/959	The issue depends on ProseMirror NodeSelection carrying a node object identity after setNodeMarkup. Slate-v2 selections are range/path based and do not expose a matching NodeSelection node object contract.
[x]	960	CLOSED	yes	deferred-with-owner	defer	selection-dom-caret	Selection, caret, DOM range, focus, keyboard navigation, drag/drop	Slate-v2 browser bidi selection owner	Firefox bidirectional text navigation proof required		deferred: add Firefox bidi arrow-motion browser proof	Broken cursor motion in bidirectional text on Firefox	https://github.com/ProseMirror/prosemirror/issues/960	Relevant bidi navigation pressure. Needs a Firefox browser proof for mixed RTL/LTR arrow motion; current Chromium/plaintext and unit geometry tests are not exact.
[x]	961	CLOSED	no	invalid-skip	skip	support-question	Skip: support-question	N/A	N/A		N/A	how to retrieve a class on the node that is focusing	https://github.com/ProseMirror/prosemirror/issues/961	Skipped as support-question; no title-level portable Slate-v2 editor invariant.
[x]	962	CLOSED	no	invalid-skip	skip	selection-dom-caret	Selection, caret, DOM range, focus, keyboard navigation, drag/drop	N/A	invalid-skip obsolete IE11 platform issue		N/A: skipped as non-portable to Slate-v2 editor behavior.	[prosemirror-view] focus() prevent IE scroll	https://github.com/ProseMirror/prosemirror/issues/962	The issue is an IE11-specific focus/scroll workaround for ProseMirror focus(). IE11 is outside current Slate-v2 browser support and no portable behavior remains.
[x]	963	CLOSED	yes	covered-by-existing-test	keep-portable	selection-dom-caret	Selection, caret, DOM range, focus, keyboard navigation, drag/drop	Slate-v2 browser keyboard navigation owner	focused browser line-end keyboard proof	.tmp/slate-v2/playwright/integration/examples/plaintext.test.ts:928 "keeps browser line-end movement within the current block"	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/plaintext.test.ts --project=chromium --grep "keeps browser line-end movement within the current block|moves ArrowLeft through ligature-prone repeated letters|applies delete target ranges over multi-code-unit graphemes exactly"	Pressing End key scrolls to end of webpage instead of moving caret	https://github.com/ProseMirror/prosemirror/issues/963	Portable End-key invariant. Existing Slate-v2 plaintext browser test proves line-end movement stays within the current editor block instead of scrolling the page; focused Chromium proof passed.
[x]	964	CLOSED	no	invalid-skip	skip	selection-dom-caret	Selection, caret, DOM range, focus, keyboard navigation, drag/drop	N/A	invalid-skip ProseMirror transaction API-specific issue		N/A: skipped as non-portable to Slate-v2 editor behavior.	New Error: "Selection passed to setSelection must point at the current document"	https://github.com/ProseMirror/prosemirror/issues/964	The issue is a ProseMirror Transaction/ResolvedPos API misuse around setting a selection against a newer transaction document. Slate-v2 does not expose that API shape.
[x]	965	OPEN	yes	deferred-with-owner	defer	selection-dom-caret	Selection, caret, DOM range, focus, keyboard navigation, drag/drop	Slate-v2 browser mouse selection owner	triple-click drag paragraph selection proof required		deferred: add triple-click then mouse-drag paragraph-selection browser oracle	Triple click then mouse move doesn't select paragraphs	https://github.com/ProseMirror/prosemirror/issues/965	Relevant browser selection invariant. Existing triple-click coverage only proves selecting one paragraph, not extending that paragraph selection with mouse movement.
[x]	966	CLOSED	no	invalid-skip	skip	docs-release-package	Skip: docs-release-package	N/A	N/A		N/A	elementFromPoint can produce an "Cannot read property of undefined" error	https://github.com/ProseMirror/prosemirror/issues/966	Skipped as docs-release-package; no title-level portable Slate-v2 editor invariant.
[x]	967	CLOSED	no	invalid-skip	skip	selection-dom-caret	Selection, caret, DOM range, focus, keyboard navigation, drag/drop	N/A	invalid-skip obsolete IE platform issue		N/A: skipped as non-portable to Slate-v2 editor behavior.	Impossible to enter text in text nodes above a hard break in IE	https://github.com/ProseMirror/prosemirror/issues/967	The issue is IE-only editing around hard breaks. IE is outside current Slate-v2 browser proof targets; modern soft/hard line behavior has separate Slate-v2 tests.
[x]	968	CLOSED	no	invalid-skip	skip	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, DOM parser/serializer	N/A	invalid-skip obsolete IE platform issue		N/A: skipped as non-portable to Slate-v2 editor behavior.	Problem with whitespace selection in IE 11	https://github.com/ProseMirror/prosemirror/issues/968	The issue is IE11-specific trailing whitespace selection behavior. IE11 is outside current Slate-v2 browser support and no exact modern Slate-v2 invariant is described.
[x]	969	CLOSED	yes	covered-by-existing-test	keep-portable	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, DOM parser/serializer	Slate-v2 clipboard/code paste owner	focused browser source-code HTML paste proof	.tmp/slate-v2/playwright/integration/examples/paste-html.test.ts:305 "imports source-code HTML as a code block without source gutters"; .tmp/slate-v2/playwright/integration/examples/code-highlighting.test.ts:573 "pastes selected text inside a code block without leaving the code block"	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/paste-html.test.ts playwright/integration/examples/code-highlighting.test.ts --project=chromium --grep "imports source-code HTML as a code block without source gutters|pastes selected text inside a code block without leaving the code block|keeps caret editable after rich HTML paste over selected content"	Pasting Code from IntelliJ	https://github.com/ProseMirror/prosemirror/issues/969	Portable code-paste invariant. Existing Slate-v2 tests prove source-code HTML imports as code without gutters and code-block paste keeps the caret in code; focused Chromium proof passed.
[x]	970	CLOSED	no	invalid-skip	skip	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, DOM parser/serializer	N/A	invalid-skip obsolete IE platform issue		N/A: skipped as non-portable to Slate-v2 editor behavior.	Copy does not work in IE11	https://github.com/ProseMirror/prosemirror/issues/970	The issue is IE11-only copy failure. IE11 is outside current Slate-v2 supported browser proof; modern copy/cut has separate browser coverage.
[x]	971	OPEN	yes	deferred-with-owner	defer	ime-beforeinput-keyboard	IME, beforeinput, composition, keyboard replacement	Slate-v2 IME/WebKit marks owner	Safari CJK IME styled marks proof required		deferred: add raw Safari CJK IME style-mark proof	Marks with style are not apply correctly in Safari when CJK IME input.	https://github.com/ProseMirror/prosemirror/issues/971	Relevant Safari CJK IME pressure. Existing Chromium IME mark tests do not prove Safari style-mark composition behavior.
[x]	972	CLOSED	no	invalid-skip	skip	support-question	Skip: support-question	N/A	N/A		N/A	descendants documentation problem	https://github.com/ProseMirror/prosemirror/issues/972	Skipped as support-question; no title-level portable Slate-v2 editor invariant.
[x]	973	CLOSED	no	invalid-skip	skip	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, DOM parser/serializer	N/A	invalid-skip obsolete IE platform issue		N/A: skipped as non-portable to Slate-v2 editor behavior.	After deleting text in IE 11 the rest of the line is selected	https://github.com/ProseMirror/prosemirror/issues/973	The issue is IE11-only selected-text deletion leaving the rest of the line selected. IE11 is outside current Slate-v2 browser support.
[x]	974	CLOSED	yes	covered-by-existing-test	keep-portable	model-schema-transform	Document model, schema, transforms, joins, splits, mapping	Slate-v2 richtext mark replacement owner	focused browser marked-text replacement proof	.tmp/slate-v2/playwright/integration/examples/richtext.test.ts:649 "preserves selected text marks when typing a replacement"; .tmp/slate-v2/playwright/integration/examples/richtext.test.ts:1138 "syncs browser text mutations inside bold markup"	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/richtext.test.ts --project=chromium --grep "preserves selected text marks when typing a replacement|syncs browser text mutations inside bold markup|keeps burst typing before a mixed bold italic boundary at the caret|keeps browser caret valid after marking selected text then clicking elsewhere|keeps browser caret valid after toolbar marking selected text then clicking elsewhere"	Problems with mark content overriding in IE 11	https://github.com/ProseMirror/prosemirror/issues/974	Portable selected mark replacement invariant. Existing Slate-v2 richtext browser tests prove replacing selected marked text preserves marks and syncs browser text mutations inside bold markup; focused Chromium proof passed.
[x]	975	CLOSED	yes	covered-by-existing-test	keep-portable	selection-dom-caret	Selection, caret, DOM range, focus, keyboard navigation, drag/drop	Slate-v2 richtext mark replacement owner	focused browser custom-mark replacement pressure proof	.tmp/slate-v2/playwright/integration/examples/richtext.test.ts:649 "preserves selected text marks when typing a replacement"; .tmp/slate-v2/playwright/integration/examples/richtext.test.ts:1230 "keeps burst typing before a mixed bold italic boundary at the caret"	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/richtext.test.ts --project=chromium --grep "preserves selected text marks when typing a replacement|syncs browser text mutations inside bold markup|keeps burst typing before a mixed bold italic boundary at the caret|keeps browser caret valid after marking selected text then clicking elsewhere|keeps browser caret valid after toolbar marking selected text then clicking elsewhere"	IE 11 custom mark selection problem	https://github.com/ProseMirror/prosemirror/issues/975	Portable selected/custom mark typeover invariant. Existing Slate-v2 tests prove selected marked text replacement and burst typing across mixed mark boundaries; focused Chromium proof passed.
[x]	976	CLOSED	yes	covered-by-existing-test	keep-portable	collaboration-rebase	Collaboration, remote steps, shared history, rebasing	Slate-v2 browser mutation/mark synchronization owner	focused browser native mutation plus mark/caret synchronization proof	.tmp/slate-v2/playwright/integration/examples/richtext.test.ts:1138 "syncs browser text mutations inside bold markup"; .tmp/slate-v2/playwright/integration/examples/richtext.test.ts:4138 "keeps browser caret valid after marking selected text then clicking elsewhere"; .tmp/slate-v2/playwright/integration/examples/richtext.test.ts:4195 "keeps browser caret valid after toolbar marking selected text then clicking elsewhere"	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/richtext.test.ts --project=chromium --grep "preserves selected text marks when typing a replacement|syncs browser text mutations inside bold markup|keeps burst typing before a mixed bold italic boundary at the caret|keeps browser caret valid after marking selected text then clicking elsewhere|keeps browser caret valid after toolbar marking selected text then clicking elsewhere"	Prosemirror occasionally gets out of sync with dom during certain mutations on Chrome	https://github.com/ProseMirror/prosemirror/issues/976	Portable browser-mutation synchronization invariant. Existing Slate-v2 richtext tests prove browser text mutations inside marks and mark-click caret sync remain model-aligned; focused Chromium proof passed.
[x]	977	CLOSED	yes	covered-by-existing-test	keep-portable	model-schema-transform	Document model, schema, transforms, joins, splits, mapping	Slate-v2 richtext decorated-mark replacement owner	focused browser marked replacement proof	.tmp/slate-v2/playwright/integration/examples/richtext.test.ts:649 "preserves selected text marks when typing a replacement"; .tmp/slate-v2/playwright/integration/examples/richtext.test.ts:1230 "keeps burst typing before a mixed bold italic boundary at the caret"	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/richtext.test.ts --project=chromium --grep "preserves selected text marks when typing a replacement|syncs browser text mutations inside bold markup|keeps burst typing before a mixed bold italic boundary at the caret|keeps browser caret valid after marking selected text then clicking elsewhere|keeps browser caret valid after toolbar marking selected text then clicking elsewhere"	Another IE typeover problem with decorated marks	https://github.com/ProseMirror/prosemirror/issues/977	Portable decorated/marked typeover pressure. Existing Slate-v2 browser tests cover replacing selected marked text and typing across mixed mark boundaries without losing the active mark; focused Chromium proof passed.
[x]	978	CLOSED	no	invalid-skip	skip	docs-release-package	Skip: docs-release-package	N/A	N/A		N/A	handleTextInput not called for typeOver	https://github.com/ProseMirror/prosemirror/issues/978	Skipped as docs-release-package; no title-level portable Slate-v2 editor invariant.
[x]	979	CLOSED	no	invalid-skip	skip	collaboration-rebase	Collaboration, remote steps, shared history, rebasing	N/A	invalid-skip ProseMirror transform API docs issue		N/A: skipped as non-portable to Slate-v2 editor behavior.	transform.Mapping.invert (still) not part of the public API?	https://github.com/ProseMirror/prosemirror/issues/979	The issue is ProseMirror transform.Mapping.invert public documentation/API exposure. Slate-v2 does not expose that API.
[x]	980	CLOSED	no	invalid-skip	skip	docs-release-package	Skip: docs-release-package	N/A	N/A		N/A	EditorView#editable not documented	https://github.com/ProseMirror/prosemirror/issues/980	Skipped as docs-release-package; no title-level portable Slate-v2 editor invariant.
[x]	981	CLOSED	no	invalid-skip	skip	docs-release-package	Skip: docs-release-package	N/A	N/A		N/A	Improvement: handle when editor not styled with pre-wrap	https://github.com/ProseMirror/prosemirror/issues/981	Skipped as docs-release-package; no title-level portable Slate-v2 editor invariant.
[x]	982	OPEN	yes	deferred-with-owner	defer	mobile-touch-keyboard	Raw mobile, touch, Android, iOS	Slate-v2 raw mobile/browser input owner	raw iOS autocorrection proof required		deferred: requires raw iOS autocorrect/completion proof across insertBreak	iOS continues completion in next line	https://github.com/ProseMirror/prosemirror/issues/982	Relevant raw mobile input invariant. Cannot close with desktop Playwright or semantic mobile viewport; needs real iOS Safari/WKWebKit proof.
[x]	983	OPEN	no	invalid-skip	skip	collaboration-rebase	Collaboration, remote steps, shared history, rebasing	N/A	invalid-skip ProseMirror bookmark API issue		N/A: skipped as non-portable to Slate-v2 editor behavior.	Should SelectionBookmark#map use Mappable instead of Mapping?	https://github.com/ProseMirror/prosemirror/issues/983	The issue is ProseMirror SelectionBookmark.map type/API docs. Slate-v2 bookmarks and mapping APIs are different, so there is no portable behavior to close.
[x]	984	CLOSED	yes	covered-by-existing-test	keep-portable	history-undo-redo	History, undo/redo, transaction grouping	Slate-v2 history batch semantics owner	focused Slate history batch grouping proof	.tmp/slate-v2/packages/slate-history/test/history-contract.ts:1012 "uses update metadata to push, merge, and skip history batches"; .tmp/slate-v2/packages/slate-history/test/integrity-contract.ts:61 "treats one outer transaction as one undo unit"; .tmp/slate-v2/packages/slate-history/test/integrity-contract.ts:248 "tx.history.undo moves the current undo batch onto the redo stack"	bun test ./packages/slate-history/test/history-contract.ts ./packages/slate-history/test/integrity-contract.ts -t "uses update metadata to push, merge, and skip history batches|treats one outer transaction as one undo unit|does not save selection-only command commits to history|tx.history.undo moves the current undo batch onto the redo stack|saves node property commits but ignores empty updates"	History can get out of state if closing history in an appended transaction	https://github.com/ProseMirror/prosemirror/issues/984	Portable history batch split/close invariant. Existing Slate-v2 history contracts prove explicit push/merge/skip metadata, outer transaction grouping, and undo stack movement; focused package proof passed.
[x]	985	OPEN	no	invalid-skip	skip	history-undo-redo	History, undo/redo, transaction grouping	N/A	invalid-skip ProseMirror public API/docs question		N/A: skipped as non-portable to Slate-v2 editor behavior.	Is Transaction.scrolledIntoView deliberately private?	https://github.com/ProseMirror/prosemirror/issues/985	The issue asks whether ProseMirror Transaction.scrolledIntoView is public. Slate-v2 has different scroll/focus APIs and no portable editor behavior is described.
[x]	986	CLOSED	no	invalid-skip	skip	docs-release-package	Skip: docs-release-package	N/A	N/A		N/A	Shift-Mod-number key bindings not working in IE 11	https://github.com/ProseMirror/prosemirror/issues/986	Skipped as docs-release-package; no title-level portable Slate-v2 editor invariant.
[x]	988	CLOSED	no	invalid-skip	skip	decoration-nodeview-inline-void	Decorations, NodeView, inline/atom/void boundaries	N/A	invalid-skip ProseMirror NodeView API request		N/A: skipped as non-portable to Slate-v2 editor behavior.	view: observeOptions attributeOldValue	https://github.com/ProseMirror/prosemirror/issues/988	The issue requests ProseMirror DOMObserver observeOptions.attributeOldValue for NodeView ignoreMutation. Slate-v2 does not expose ProseMirror NodeView/DOMObserver options.
[x]	989	OPEN	yes	deferred-with-owner	defer	mobile-touch-keyboard	Raw mobile, touch, Android, iOS	Slate-v2 raw mobile clipboard owner	raw iOS cut/paste context menu proof required		deferred: requires raw iOS context-menu cut/paste proof	Cut -> Paste missing (iOS)	https://github.com/ProseMirror/prosemirror/issues/989	Relevant raw iOS clipboard pressure. Context-menu paste availability cannot be closed with desktop Playwright.
[x]	990	CLOSED	no	invalid-skip	skip	selection-dom-caret	Selection, caret, DOM range, focus, keyboard navigation, drag/drop	N/A	invalid-skip ProseMirror NodeView DX request		N/A: skipped as non-portable to Slate-v2 editor behavior.	Improvement: Inform when a NodeView::update is missing `return true`	https://github.com/ProseMirror/prosemirror/issues/990	The issue is a ProseMirror NodeView update return-value DX warning request. Slate-v2 does not have that NodeView update contract.
[x]	991	OPEN	yes	covered-by-existing-test	keep-portable	selection-dom-caret	Selection, caret, DOM range, focus, keyboard navigation, drag/drop	Slate-v2 inline/void keyboard navigation owner	focused browser single read-only inline navigation proof	.tmp/slate-v2/playwright/integration/examples/inlines.test.ts:1264 "arrow keys skip over read-only inline"; .tmp/slate-v2/playwright/integration/examples/inlines.test.ts:1308 "arrow keys still skip a read-only inline after insert-delete before it"	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/inlines.test.ts --project=chromium --grep "arrow keys skip over read-only inline|arrow keys still skip a read-only inline after insert-delete before it|backspaces through a read-only inline after insert-delete before it without segment errors"	Unexpected caret behavior around paragraphs with a single non-editable inline node	https://github.com/ProseMirror/prosemirror/issues/991	Portable non-editable inline caret invariant. Existing Slate-v2 browser tests cover keyboard navigation across a read-only inline and after nearby insert/delete; focused Chromium proof passed.
[x]	992	CLOSED	yes	covered-by-existing-test	keep-portable	selection-dom-caret	Selection, caret, DOM range, focus, keyboard navigation, drag/drop	Slate-v2 browser caret movement owner	focused browser repeated-letter caret movement proof	.tmp/slate-v2/playwright/integration/examples/plaintext.test.ts:1086 "moves ArrowLeft through ligature-prone repeated letters"	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/plaintext.test.ts --project=chromium --grep "keeps browser line-end movement within the current block|moves ArrowLeft through ligature-prone repeated letters|applies delete target ranges over multi-code-unit graphemes exactly"	Bad caret behavior in Edge	https://github.com/ProseMirror/prosemirror/issues/992	Portable repeated-character caret invariant from the old Edge report. Existing Slate-v2 plaintext browser test proves ArrowLeft can move through repeated ligature-prone letters; focused Chromium proof passed.
[x]	993	CLOSED	no	invalid-skip	skip	docs-release-package	Skip: docs-release-package	N/A	N/A		N/A	JoinBackward not allowed for gapcursor ?	https://github.com/ProseMirror/prosemirror/issues/993	Skipped as docs-release-package; no title-level portable Slate-v2 editor invariant.
[x]	994	CLOSED	no	invalid-skip	skip	support-question	Skip: support-question	N/A	N/A		N/A	[prosemirror-view] posAtCoords can throw 'permission denied' errors when accessing offsetNode in Firefox	https://github.com/ProseMirror/prosemirror/issues/994	Skipped as support-question; no title-level portable Slate-v2 editor invariant.
[x]	995	CLOSED	yes	deferred-with-owner	defer	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, DOM parser/serializer	Slate-v2 decoration/inline boundary owner	inline decoration removal DOM-diff proof required		deferred: add focused inline decoration removal/widget DOM-diff error oracle	widget.type.toDOM in undefined	https://github.com/ProseMirror/prosemirror/issues/995	Relevant decoration pressure, but the issue is ProseMirror widget decoration internals. Slate-v2 needs its own inline decoration removal oracle before closure.
[x]	996	CLOSED	yes	covered-by-existing-test	keep-portable	selection-dom-caret	Selection, caret, DOM range, focus, keyboard navigation, drag/drop	Slate-v2 focus/refocus owner	focused package focus plus browser child-root focus proof	.tmp/slate-v2/packages/slate-react/test/focus-slate-editable-contract.test.ts:59 "uses the DOM editor focus path for normal model selections"; .tmp/slate-v2/packages/slate-react/test/focus-slate-editable-contract.test.ts:79 "exports preferred DOM point during focus"; .tmp/slate-v2/playwright/integration/examples/editable-voids.test.ts:985 "unfocuses editable void child root when clicking outside it"	(cd packages/slate-react && bun test:vitest -- test/focus-slate-editable-contract.test.ts -t "uses the DOM editor focus path for normal model selections|does not export a model selection over an active projected view selection|exports preferred DOM point during focus") && (PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/editable-voids.test.ts --project=chromium --grep "keeps same-runtime child root focused inside editable void|unfocuses editable void child root when clicking outside it|moves across editable void child-root boundaries with keyboard|keeps native paste inside editable void input")	Error when returning the focus to the editor	https://github.com/ProseMirror/prosemirror/issues/996	Portable refocus invariant. Runnable Slate-v2 focus contract and editable-void browser proofs show focus/refocus paths preserve selection ownership and child-root focus behavior; focused proofs passed.
[x]	997	CLOSED	yes	deferred-with-owner	defer	selection-dom-caret	Selection, caret, DOM range, focus, keyboard navigation, drag/drop	Slate-v2 keyboard shortcut owner	AZERTY Ctrl+Shift+number proof required		deferred: add keyboard-layout/azerty hotkey contract or raw platform proof	Ctrl+Shift+number not working on azerty keyboard	https://github.com/ProseMirror/prosemirror/issues/997	Relevant keyboard shortcut pressure. Generic hotkey tests do not prove AZERTY physical-key behavior, so this needs a layout-aware oracle or raw platform proof.
[x]	998	CLOSED	no	invalid-skip	skip	support-question	Skip: support-question	N/A	N/A		N/A	setBlockType unfocus	https://github.com/ProseMirror/prosemirror/issues/998	Skipped as support-question; no title-level portable Slate-v2 editor invariant.
[x]	999	CLOSED	no	invalid-skip	skip	support-question	Skip: support-question	N/A	N/A		N/A	Feature request: rangeFullMarkup	https://github.com/ProseMirror/prosemirror/issues/999	Skipped as support-question; no title-level portable Slate-v2 editor invariant.
[x]	1000	CLOSED	yes	covered-by-existing-test	keep-portable	selection-dom-caret	Selection, caret, DOM range, focus, keyboard navigation, drag/drop	Slate-v2 void/code Backspace behavior owner	focused browser void/code Backspace proof	.tmp/slate-v2/playwright/integration/examples/images.test.ts:786 "removes an empty paragraph after an image before deleting the image"; .tmp/slate-v2/playwright/integration/examples/code-highlighting.test.ts:492 "Backspace in an empty code block keeps the editor usable"; .tmp/slate-v2/playwright/integration/examples/code-highlighting.test.ts:420 "deletes from a code block into the following paragraph without crashing"	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/images.test.ts playwright/integration/examples/code-highlighting.test.ts --project=chromium --grep "removes an empty paragraph after an image before deleting the image|deletes a clicked selected image with Backspace|Backspace in an empty code block keeps the editor usable|deletes from a code block into the following paragraph without crashing"	Deletion of embedded code nodes on backspace after focusing empty node	https://github.com/ProseMirror/prosemirror/issues/1000	Portable void/code Backspace invariant. Existing Slate-v2 tests prove Backspace removes the empty paragraph after a void before deleting the void and keeps empty/cross-block code deletion usable; focused Chromium proof passed.
[x]	1001	CLOSED	no	invalid-skip	skip	history-undo-redo	History, undo/redo, transaction grouping	N/A	invalid-skip ProseMirror transform API feature request		N/A: skipped as non-portable to Slate-v2 editor behavior.	Transform/Transaction - Add ability to map ResolvedPos through a Mappable object	https://github.com/ProseMirror/prosemirror/issues/1001	The issue asks for a ProseMirror Transform/Transaction API to map ResolvedPos through a Mappable object. Slate-v2 does not expose ResolvedPos or that transaction mapping API.
[x]	1002	CLOSED	yes	deferred-with-owner	defer	selection-dom-caret	Selection, caret, DOM range, focus, keyboard navigation, drag/drop	Slate-v2 code/selection geometry owner	padded code caret geometry proof required		deferred: add padded code element caret geometry browser oracle	Cursor is in really weird places...	https://github.com/ProseMirror/prosemirror/issues/1002	Relevant caret geometry pressure. Existing code-block tests prove editing stability, but not visual caret placement around padded inline/code elements.
[x]	1003	CLOSED	no	invalid-skip	skip	support-question	Skip: support-question	N/A	N/A		N/A	Latest ESM package support breaks build with webpack	https://github.com/ProseMirror/prosemirror/issues/1003	Skipped as support-question; no title-level portable Slate-v2 editor invariant.
[x]	1004	CLOSED	yes	covered-by-existing-test	keep-portable	selection-dom-caret	Selection, caret, DOM range, focus, keyboard navigation, drag/drop	Slate-v2 focus/refocus owner	focused package focus plus browser focus proof	.tmp/slate-v2/packages/slate-react/test/focus-slate-editable-contract.test.ts:59 "uses the DOM editor focus path for normal model selections"; .tmp/slate-v2/packages/slate-react/test/focus-slate-editable-contract.test.ts:79 "exports preferred DOM point during focus"; .tmp/slate-v2/playwright/integration/examples/editable-voids.test.ts:455 "keeps same-runtime child root focused inside editable void"	(cd packages/slate-react && bun test:vitest -- test/focus-slate-editable-contract.test.ts -t "uses the DOM editor focus path for normal model selections|does not export a model selection over an active projected view selection|exports preferred DOM point during focus") && (PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/editable-voids.test.ts --project=chromium --grep "keeps same-runtime child root focused inside editable void|unfocuses editable void child root when clicking outside it|moves across editable void child-root boundaries with keyboard|keeps native paste inside editable void input")	Can't refocus after click outside	https://github.com/ProseMirror/prosemirror/issues/1004	Portable click-away/refocus invariant. Slate-v2 focus contracts and editable-void browser focus tests prove the editor can restore focus through model-owned DOM focus paths; focused proofs passed.
[x]	1005	CLOSED	no	invalid-skip	skip	selection-dom-caret	Selection, caret, DOM range, focus, keyboard navigation, drag/drop	N/A	invalid-skip ProseMirror mark API design request		N/A: skipped as non-portable to Slate-v2 editor behavior.	isInSet should return a bool	https://github.com/ProseMirror/prosemirror/issues/1005	The issue is ProseMirror MarkType.isInSet return-value API design. Slate-v2 has different mark APIs and no editor behavior invariant is present.
[x]	1006	OPEN	yes	deferred-with-owner	defer	selection-dom-caret	Selection, caret, DOM range, focus, keyboard navigation, drag/drop	Slate-v2 Safari drag/mark caret owner	Safari draggable marked paragraph caret proof required		deferred: add raw Safari draggable paragraph with marked-text click-caret proof	safari - marks inside draggable paragraph	https://github.com/ProseMirror/prosemirror/issues/1006	Relevant Safari draggable/marked text pressure. Needs a raw Safari browser proof; existing Chromium mark and drag tests are not exact.
[x]	1007	CLOSED	no	invalid-skip	skip	support-question	Skip: support-question	N/A	N/A		N/A	[Feature request] isInSet for Node and Node type	https://github.com/ProseMirror/prosemirror/issues/1007	Skipped as support-question; no title-level portable Slate-v2 editor invariant.
[x]	1008	CLOSED	no	invalid-skip	skip	plate-plugin-policy	Product/plugin policy above Slate core	N/A	invalid-skip ProseMirror packaging/support issue		N/A: skipped as non-portable to Slate-v2 editor behavior.	Can't install prosemirror-inputrules	https://github.com/ProseMirror/prosemirror/issues/1008	The issue is an install/build problem for prosemirror-inputrules package exports in Next/webpack. It is dependency packaging/support noise, not Slate-v2 editor behavior.
[x]	1009	CLOSED	no	invalid-skip	skip	product-integration	Skip: product-integration	N/A	N/A		N/A	Example on prosemirror.net is broken in IE 11	https://github.com/ProseMirror/prosemirror/issues/1009	Skipped as product-integration; no title-level portable Slate-v2 editor invariant.
