check	issue	state	relevant	closureKind	disposition	cluster	matrixKey	owner	proofKind	exactTest	command	title	url	reason
[x]	4605	CLOSED	yes	deferred-with-owner	keep-portable	void-decoration-atom	Void, decorator, image, mention, token, and inline atom boundaries	.tmp/slate-v2 decorator mount identity owner	decorator node does not remount on unrelated React state update proof		defer: add decorator remount identity test before closure	Bug: React Decorator nodes constantly remounting	https://github.com/facebook/lexical/issues/4605	Lexical #4605 needs exact decorator remount identity proof. Existing Slate-v2 mount-stability tests do not cover unrelated React state updates around decorators.
[x]	4607	CLOSED	yes	deferred-with-owner	defer	plate-plugin-policy	Plate-owned rich text/plugin/product policy	Deferred outside Slate-v2-only scope	Slate-v2-only ledger defer; Plate/product proof intentionally not used		N/A: deferred outside Slate-v2-only issue closure; do not inspect or patch Plate in this run.	Bug: Typeahead menu anchor element doubling up	https://github.com/facebook/lexical/issues/4607	Lexical #4607 is typeahead menu anchor UI behavior. Deferred because this run is Slate-v2 only. Original non-Slate owner: Plate product/plugin owner deferred per Slate-v2-only scope. Title: Bug: Typeahead menu anchor element doubling up.
[x]	4609	CLOSED	yes	deferred-with-owner	keep-portable	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, and serialization	.tmp/slate-v2 markdown SSR owner	markdown import produces state during SSR proof		defer: add markdown SSR import contract before closure	Bug: $convertFromMarkdownString doesn't work in SSR	https://github.com/facebook/lexical/issues/4609	Lexical #4609 needs exact SSR markdown import proof. Existing Slate-v2 markdown/browser tests do not cover SSR state application.
[x]	4610	CLOSED	yes	deferred-with-owner	keep-portable	selection-dom-caret	DOM selection, caret, range, focus, and native movement	.tmp/slate-v2 autofocus cross-browser owner	Safari and Chromium autofocus placement parity proof		defer: add WebKit/Chromium autofocus parity test before closure	Feature: AutoFocusPlugin act the same behavior in Safari and Chrome.	https://github.com/facebook/lexical/issues/4610	Lexical #4610 needs cross-browser autofocus placement proof. Existing Slate-v2 focus tests do not prove Safari parity.
[x]	4612	CLOSED	yes	deferred-with-owner	defer	plate-plugin-policy	Plate-owned rich text/plugin/product policy	Deferred outside Slate-v2-only scope	Slate-v2-only ledger defer; Plate/product proof intentionally not used		N/A: deferred outside Slate-v2-only issue closure; do not inspect or patch Plate in this run.	Bug: List Plugin example in Playground is outdated	https://github.com/facebook/lexical/issues/4612	Lexical #4612 is outdated Playground list-plugin example/docs behavior. Deferred because this run is Slate-v2 only. Original non-Slate owner: Plate product/plugin owner deferred per Slate-v2-only scope. Title: Bug: List Plugin example in Playground is outdated.
[x]	4615	CLOSED	no	invalid-skip	skip	plate-plugin-policy	Plate-owned rich text/plugin/product policy	N/A	invalid-skip non-portable/support/project issue		N/A: skipped as non-portable for Slate-v2-only issue closure.	How do I implement font-family and font-size in Lexical?	https://github.com/facebook/lexical/issues/4615	Lexical #4615 is a support/how-to discussion about implementing font family and size, not a portable Slate-v2 regression.
[x]	4617	CLOSED	yes	deferred-with-owner	keep-portable	selection-dom-caret	DOM selection, caret, range, focus, and native movement	.tmp/slate-v2 decorator keyboard navigation owner	Cmd+Right from root start before decorator proof		defer: add macOS decorator-boundary Cmd+Right test before closure	Bug: ⌘ → doesn't work if caret is at the start of root before a DecoratorNode	https://github.com/facebook/lexical/issues/4617	Lexical #4617 needs exact macOS navigation before a decorator node at root start. Existing Slate-v2 atom navigation tests do not cover that key path.
[x]	4618	CLOSED	yes	deferred-with-owner	keep-portable	plate-plugin-policy	Plate-owned rich text/plugin/product policy	.tmp/slate-v2 list normalization owner	adjacent compatible lists combine when possible proof		defer: add adjacent-list normalization/merge test before closure	Bug: Lists are not always combined when possible	https://github.com/facebook/lexical/issues/4618	Lexical #4618 is portable list normalization, but this run found no exact Slate-v2 adjacent-list merge oracle.
[x]	4624	CLOSED	no	invalid-skip	skip	docs-release-website	Skip: docs-release-website	N/A	N/A		N/A	Feature: Improve prod error message	https://github.com/facebook/lexical/issues/4624	Skipped as docs-release-website; no title/label-level portable editor invariant.
[x]	4626	CLOSED	yes	deferred-with-owner	keep-portable	void-decoration-atom	Void, decorator, image, mention, token, and inline atom boundaries	.tmp/slate-v2 inline style rendering owner	serialized/imported inline styles render in editor proof		defer: add inline style render-from-state/import test before closure	Bug: Editor doesn't render color, italic, strikethrough, underline or other inline stylings	https://github.com/facebook/lexical/issues/4626	Lexical #4626 needs exact inline style rendering from stored/editor state. Existing Slate-v2 mark and paste tests are adjacent but not exact.
[x]	4630	CLOSED	no	invalid-skip	skip	support-question-discussion	Skip: support-question-discussion	N/A	N/A		N/A	Feature: Inserting non-semantic elements	https://github.com/facebook/lexical/issues/4630	Skipped as support-question-discussion; no title/label-level portable editor invariant.
[x]	4634	CLOSED	no	invalid-skip	skip	support-question-discussion	Skip: support-question-discussion	N/A	N/A		N/A	Questions: Is there any recommend way of rendering some uneditable content inside the editor area ?	https://github.com/facebook/lexical/issues/4634	Skipped as support-question-discussion; no title/label-level portable editor invariant.
[x]	4636	OPEN	yes	deferred-with-owner	defer	mobile-device-keyboard	Raw mobile keyboard, tap, selection, and IME	raw mobile device proof lane	raw Android/iOS device proof required		bun test:mobile-device-proof:raw	Bug: When typing, contents of the previous Node are inserted into the editor (Android, Gboard)	https://github.com/facebook/lexical/issues/4636	Lexical #4636 needs real Android/Gboard typing proof. Deferred to the raw mobile device lane.
[x]	4640	CLOSED	yes	deferred-with-owner	defer	plate-plugin-policy	Plate-owned rich text/plugin/product policy	Deferred outside Slate-v2-only scope	Slate-v2-only ledger defer; Plate/product proof intentionally not used		N/A: deferred outside Slate-v2-only issue closure; do not inspect or patch Plate in this run.	Bug: UI Multi-Bulletpoints on tab indent with ListPlugin and MarkdownPlugin	https://github.com/facebook/lexical/issues/4640	Lexical #4640 is ListPlugin plus MarkdownPlugin UI indentation behavior. Deferred because this run is Slate-v2 only. Original non-Slate owner: Plate product/plugin owner deferred per Slate-v2-only scope. Title: Bug: UI Multi-Bulletpoints on tab indent with ListPlugin and MarkdownPlugin.
[x]	4641	CLOSED	no	invalid-skip	skip	docs-release-website	Skip: docs-release-website	N/A	N/A		N/A	Bug: $generateNodesFromDOM() removes spaces around <Mark> Node	https://github.com/facebook/lexical/issues/4641	Skipped as docs-release-website; no title/label-level portable editor invariant.
[x]	4645	CLOSED	yes	deferred-with-owner	defer	plate-plugin-policy	Plate-owned rich text/plugin/product policy	Deferred outside Slate-v2-only scope	Slate-v2-only ledger defer; Plate/product proof intentionally not used		N/A: deferred outside Slate-v2-only issue closure; do not inspect or patch Plate in this run.	Feature: Link over an image	https://github.com/facebook/lexical/issues/4645	Lexical #4645 is link-over-image product/plugin behavior. Deferred because this run is Slate-v2 only. Original non-Slate owner: Plate product/plugin owner deferred per Slate-v2-only scope. Title: Feature: Link over an image.
[x]	4646	CLOSED	no	invalid-skip	skip	docs-release-website	Skip: docs-release-website	N/A	N/A		N/A	Bug: insertNodes: cannot insert a non-element into a root node	https://github.com/facebook/lexical/issues/4646	Skipped as docs-release-website; no title/label-level portable editor invariant.
[x]	4647	CLOSED	yes	deferred-with-owner	keep-portable	table-grid-selection	Table selection, navigation, paste, and nested table robustness	.tmp/slate-v2 nested table owner	selecting inner table inside table cell does not break page proof		defer: add nested-table selection test before closure	Bug: Adding a table inside of a table and selecting the inner table is breaking the page. 	https://github.com/facebook/lexical/issues/4647	Lexical #4647 needs exact nested table selection proof. Existing Slate-v2 table tests do not cover nested tables.
[x]	4650	CLOSED	yes	deferred-with-owner	keep-portable	selection-dom-caret	DOM selection, caret, range, focus, and native movement	.tmp/slate-v2 selection format detection owner	format state detected for browser word/range selection proof		defer: add selection-format detection test before closure	Bug: Format not detected on selection	https://github.com/facebook/lexical/issues/4650	Lexical #4650 needs exact selected-format detection. Existing mark typing/caret tests do not assert style query state.
[x]	4651	CLOSED	no	invalid-skip	skip	docs-release-website	Skip: docs-release-website	N/A	N/A		N/A	Feature/question: Preserving unrecognized styles and attributes upon generating nodes from dom 	https://github.com/facebook/lexical/issues/4651	Skipped as docs-release-website; no title/label-level portable editor invariant.
[x]	4653	CLOSED	no	invalid-skip	skip	docs-release-website	Skip: docs-release-website	N/A	N/A		N/A	Bug: Setting default language to another language other than Javascript does not work	https://github.com/facebook/lexical/issues/4653	Skipped as docs-release-website; no title/label-level portable editor invariant.
[x]	4656	CLOSED	yes	deferred-with-owner	keep-portable	selection-dom-caret	DOM selection, caret, range, focus, and native movement	.tmp/slate-v2 format command API owner	format command without text selection contract proof		defer: define no-selection format command semantics before closure	Bug: dispatchCommand FORMAT_TEXT_COMMAND if Editor without text selection doesn't reflect	https://github.com/facebook/lexical/issues/4656	Lexical #4656 is a command/API feature request for formatting without a text selection.
[x]	4658	CLOSED	no	invalid-skip	skip	docs-release-website	Skip: docs-release-website	N/A	N/A		N/A	Bug: `RangeSelection` using root splices text from last node	https://github.com/facebook/lexical/issues/4658	Skipped as docs-release-website; no title/label-level portable editor invariant.
[x]	4660	CLOSED	yes	deferred-with-owner	keep-portable	table-grid-selection	Table selection, navigation, paste, and nested table robustness	.tmp/slate-v2 table column mutation owner	multiple table-column insertion proof		defer: add multiple-column insert table test before closure	Bug: Non-experimental $insertTableColumn crashes the editor when trying to add multiple columns	https://github.com/facebook/lexical/issues/4660	Lexical #4660 needs exact multiple table-column insertion proof. Existing Slate-v2 table tests do not cover column mutation.
[x]	4661	CLOSED	yes	deferred-with-owner	keep-portable	table-grid-selection	Table selection, navigation, paste, and nested table robustness	.tmp/slate-v2 table column selection owner	insert columns relative to anchor/selection direction proof		defer: add table column insertion selection-direction test before closure	Bug: Columns are not inserted to the left of selection, but focus	https://github.com/facebook/lexical/issues/4661	Lexical #4661 needs exact column insertion relative to selected cells. Existing Slate-v2 table tests do not cover that command.
[x]	4662	CLOSED	no	invalid-skip	skip	selection-dom-caret	DOM selection, caret, range, focus, and native movement	N/A	invalid-skip non-portable/support/project issue		N/A: skipped as non-portable for Slate-v2-only issue closure.	Query: How can I change styling of the paragraph based on whether editor is in focus or not 	https://github.com/facebook/lexical/issues/4662	Lexical #4662 is a support/how-to question about focus styling, not a portable Slate-v2 regression.
[x]	4665	OPEN	yes	deferred-with-owner	keep-portable	selection-dom-caret	DOM selection, caret, range, focus, and native movement	.tmp/slate-v2 Linux selectAll normalization owner	Linux selectAll normalizes DOM selection to text offsets proof		defer: add Linux selectAll DOM normalization proof before closure	E2E keyboardShortcuts/index.mjs -> selectAll(page) Linux selection should be normalized	https://github.com/facebook/lexical/issues/4665	Lexical #4665 needs exact Linux DOM selection normalization proof. Existing Slate-v2 select-all tests do not cover this Linux helper bug.
[x]	4668	CLOSED	yes	deferred-with-owner	keep-portable	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, and serialization	.tmp/slate-v2 atom line-end paste owner	paste at end of line ending with decorator/atom proof		defer: add atom-line-end paste position test before closure	Bug: Pasting position is wrong if a line ends with DecoratorNode	https://github.com/facebook/lexical/issues/4668	Lexical #4668 needs exact paste positioning after a line-ending decorator node. Existing paste and atom tests do not combine that case.
[x]	4669	CLOSED	yes	deferred-with-owner	defer	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, and serialization	Deferred outside Slate-v2-only scope	Slate-v2-only ledger defer; Plate/product proof intentionally not used		N/A: deferred outside Slate-v2-only issue closure; do not inspect or patch Plate in this run.	Bug: Export checklist to HTML using $generateHtmlFromNodes doesn't export classnames and attributes	https://github.com/facebook/lexical/issues/4669	Lexical #4669 is checklist HTML export attributes/classnames. Deferred because this run is Slate-v2 only. Original non-Slate owner: Plate product/plugin owner deferred per Slate-v2-only scope. Title: Bug: Export checklist to HTML using $generateHtmlFromNodes doesn't export classnames and attributes.
[x]	4670	CLOSED	no	invalid-skip	skip	lexical-api-ontology	Skip: lexical-api-ontology	N/A	N/A		N/A	Bug: CMD + A doesn't capture first DecoratorNode	https://github.com/facebook/lexical/issues/4670	Skipped as lexical-api-ontology; no portable Slate/Plate editor robustness invariant found in title/body.
[x]	4673	CLOSED	no	invalid-skip	skip	docs-release-website	Skip: docs-release-website	N/A	N/A		N/A	Bug: Excalidraw example is broken	https://github.com/facebook/lexical/issues/4673	Skipped as docs-release-website; no title/label-level portable editor invariant.
[x]	4674	CLOSED	yes	deferred-with-owner	defer	plate-plugin-policy	Plate-owned rich text/plugin/product policy	Deferred outside Slate-v2-only scope	Slate-v2-only ledger defer; Plate/product proof intentionally not used		N/A: deferred outside Slate-v2-only issue closure; do not inspect or patch Plate in this run.	AutoLink should also respect the default behavior of toogle link command	https://github.com/facebook/lexical/issues/4674	Lexical #4674 is AutoLink/toggle-link plugin behavior. Deferred because this run is Slate-v2 only. Original non-Slate owner: Plate product/plugin owner deferred per Slate-v2-only scope. Title: AutoLink should also respect the default behavior of toogle link command.
[x]	4677	CLOSED	yes	covered-by-existing-test	keep-portable	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, and serialization	.tmp/slate-v2/playwright/integration/examples/paste-html.test.ts	browser source-code HTML import proof	.tmp/slate-v2/playwright/integration/examples/paste-html.test.ts:233 imports source-code HTML as a code block without source gutters	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun playwright playwright/integration/examples/paste-html.test.ts --project=chromium --grep "imports source-code HTML as a code block without source gutters|imports a basic unordered list from rich HTML paste|wraps orphan pasted list items in a list parent|imports compact nested list variants from rich HTML paste"	Bug: code node not parsed correctly when converting from html to lexical 	https://github.com/facebook/lexical/issues/4677	Lexical #4677 code-node HTML import is covered by Slate-v2 source-code HTML import as a code block. Verified focused command.
[x]	4680	OPEN	yes	deferred-with-owner	defer	selection-dom-caret	DOM selection, caret, range, focus, and native movement	Deferred outside Slate-v2-only scope	Slate-v2-only ledger defer; Plate/product proof intentionally not used		N/A: deferred outside Slate-v2-only issue closure; do not inspect or patch Plate in this run.	Bug: Editing of label value in a checkbox list changes state of checkbox on use of spacebar key in Firefox browser	https://github.com/facebook/lexical/issues/4680	Lexical #4680 is checklist item Firefox/spacebar UI behavior. Deferred because this run is Slate-v2 only. Original non-Slate owner: Plate product/plugin owner deferred per Slate-v2-only scope. Title: Bug: Editing of label value in a checkbox list changes state of checkbox on use of spacebar key in Firefox browser.
[x]	4681	CLOSED	yes	deferred-with-owner	defer	mobile-device-keyboard	Raw mobile keyboard, tap, selection, and IME	raw mobile device proof lane	raw Android/iOS device proof required		bun test:mobile-device-proof:raw	Bug: Automatic scroll to top when image is tapped in iOS	https://github.com/facebook/lexical/issues/4681	Lexical #4681 needs real iOS image tap/scroll proof. Deferred to the raw mobile device lane.
[x]	4685	OPEN	yes	deferred-with-owner	keep-portable	plate-plugin-policy	Plate-owned rich text/plugin/product policy	.tmp/slate-v2 code block boundary owner	insert paragraph before first code block proof		defer: add code-block leading paragraph insertion test before closure	Bug: can't insert a paragraph above a code block at the beginning of the content	https://github.com/facebook/lexical/issues/4685	Lexical #4685 needs exact ability to insert a paragraph above a first code block. Existing code block tests do not cover leading-boundary insertion.
[x]	4687	CLOSED	yes	test-written	keep-portable	selection-dom-caret	DOM selection, caret, range, focus, and native movement	.tmp/slate-v2/playwright/integration/examples/richtext.test.ts	browser active mark focus-retention proof	.tmp/slate-v2/playwright/integration/examples/richtext.test.ts:517 keeps active bold after an empty editor loses and regains focus	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun playwright playwright/integration/examples/richtext.test.ts --project=chromium --grep "keeps active bold after an empty editor loses and regains focus|keeps active bold when Enter creates a new paragraph|keeps selected bold as the active mark after deleting its text"	Bug: Losing format after click inside editor.	https://github.com/facebook/lexical/issues/4687	Lexical #4687 is covered by a new Slate-v2 browser regression: active bold survives empty-editor blur/refocus before typing. Verified focused command.
[x]	4691	CLOSED	no	invalid-skip	skip	docs-release-website	Skip: docs-release-website	N/A	N/A		N/A	Bug: $cloneWithProperties() does not generate a new key for the clone it creates.	https://github.com/facebook/lexical/issues/4691	Skipped as docs-release-website; no title/label-level portable editor invariant.
[x]	4692	OPEN	no	invalid-skip	skip	docs-release-website	Skip: docs-release-website	N/A	N/A		N/A	Bug: AutoLinkPlugin fails simple examples like https://www.google.com	https://github.com/facebook/lexical/issues/4692	Skipped as docs-release-website; no title/label-level portable editor invariant.
[x]	4693	CLOSED	no	invalid-skip	skip	docs-release-website	Skip: docs-release-website	N/A	N/A		N/A	Bug: Error when using ExtendedTextNode "Uncaught Error: insertNode: topLevelElement is root node"	https://github.com/facebook/lexical/issues/4693	Skipped as docs-release-website; no title/label-level portable editor invariant.
[x]	4694	OPEN	yes	deferred-with-owner	keep-portable	selection-dom-caret	DOM selection, caret, range, focus, and native movement	.tmp/slate-v2 image-adjacent selection owner	double-click paragraph followed by image selects paragraph text proof		defer: add image-adjacent double-click selection test before closure	Bug: not possible to select a paragraph with double click if it's followed by image	https://github.com/facebook/lexical/issues/4694	Lexical #4694 needs exact double-click paragraph selection followed by image. Existing image selection tests do not cover this.
[x]	4696	CLOSED	yes	deferred-with-owner	keep-portable	selection-dom-caret	DOM selection, caret, range, focus, and native movement	.tmp/slate-v2 soft-break block-type owner	Shift+Enter then blockquote conversion proof		defer: add soft-break then block-type conversion test before closure	Bug: Issue with Changing Block Type to Quote after Shift+Enter	https://github.com/facebook/lexical/issues/4696	Lexical #4696 needs exact Shift+Enter then quote conversion. Existing insertBreak/soft-break tests do not cover block-type conversion after soft break.
[x]	4697	CLOSED	yes	deferred-with-owner	keep-portable	table-grid-selection	Table selection, navigation, paste, and nested table robustness	.tmp/slate-v2 table selection owner	new table selection over already-selected cells proof		defer: add table re-selection over active cell selection test before closure	Bug: New table selection breaks when table cells are already selected	https://github.com/facebook/lexical/issues/4697	Lexical #4697 needs exact table selection replacement behavior. Existing Slate-v2 table tests do not cover active grid-selection replacement.
[x]	4703	OPEN	no	invalid-skip	skip	history-undo-redo	History, undo/redo, and batch boundaries	N/A	invalid-skip non-portable/support/project issue		N/A: skipped as non-portable for Slate-v2-only issue closure.	Bug: Inconsistent Range Input Behavior in Time Travel Feature of TreeView between Create React App (CRA) and Next.js	https://github.com/facebook/lexical/issues/4703	Lexical #4703 is TreeView time-travel devtool behavior across CRA/Next.js, not a portable Slate-v2 editor behavior.
[x]	4705	CLOSED	no	invalid-skip	skip	docs-release-website	Skip: docs-release-website	N/A	N/A		N/A	Bug: Importing "@lexical/react" via vite occurs `Failed to resolve entry for package "@lexical/react"`	https://github.com/facebook/lexical/issues/4705	Skipped as docs-release-website; no title/label-level portable editor invariant.
[x]	4708	CLOSED	no	invalid-skip	skip	support-question-discussion	Skip: support-question-discussion	N/A	N/A		N/A	conversion div as ParagraphNode	https://github.com/facebook/lexical/issues/4708	Skipped as support-question-discussion; no title/label-level portable editor invariant.
[x]	4712	CLOSED	yes	deferred-with-owner	keep-portable	table-grid-selection	Table selection, navigation, paste, and nested table robustness	.tmp/slate-v2 table/image resize owner	image resize inside table cell proof		defer: add image-in-table resize containment test before closure	Bug: Image is not resizing inside a Table	https://github.com/facebook/lexical/issues/4712	Lexical #4712 needs exact image resize behavior inside table cells. Existing Slate-v2 table/image tests do not combine resizing inside a cell.
[x]	4716	CLOSED	no	invalid-skip	skip	docs-release-website	Skip: docs-release-website	N/A	N/A		N/A	Bug: CollaborationPlugin not working	https://github.com/facebook/lexical/issues/4716	Skipped as docs-release-website; no title/label-level portable editor invariant.
[x]	4718	OPEN	no	invalid-skip	skip	docs-release-website	Skip: docs-release-website	N/A	N/A		N/A	Documentation: Async Data Handling	https://github.com/facebook/lexical/issues/4718	Skipped as docs-release-website; no title/label-level portable editor invariant.
[x]	4719	OPEN	yes	deferred-with-owner	keep-portable	selection-dom-caret	DOM selection, caret, range, focus, and native movement	.tmp/slate-v2 computed style query owner	selection style query reads computed CSS proof		defer: define computed-style selection query semantics before closure	Bug: lexicalNode.getStyle does not read the elements computed css properties	https://github.com/facebook/lexical/issues/4719	Lexical #4719 is a style-query API request for computed CSS, not covered by Slate-v2 inline style/paste tests.
[x]	4723	CLOSED	yes	deferred-with-owner	keep-portable	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, and serialization	.tmp/slate-v2 list paste merge/order owner	pasting list content into existing nested list preserves order proof		defer: add paste-list-into-list order test before closure	Bug: Pasting lists on lists results in potentially reordered content	https://github.com/facebook/lexical/issues/4723	Lexical #4723 needs exact paste-into-existing-list order proof. Existing Slate-v2 list paste tests only import standalone list HTML.
[x]	4729	OPEN	yes	deferred-with-owner	keep-portable	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, and serialization	.tmp/slate-v2 list paste merge/order owner	pasting copied bullet items at top of another list preserves order proof		defer: add paste-bullets-into-existing-list test before closure	Bug: pasting bulleted lists	https://github.com/facebook/lexical/issues/4729	Lexical #4729 needs exact copied-list-items-into-existing-list proof. Existing Slate-v2 list paste tests are not exact.
[x]	4733	OPEN	no	invalid-skip	skip	unrelated-or-product-unclear	Skip: unrelated-or-product-unclear	N/A	N/A		N/A	Q&A in Discord	https://github.com/facebook/lexical/issues/4733	Skipped after full-body pass; no portable Slate/Plate editor robustness invariant matched.
[x]	4734	OPEN	no	invalid-skip	skip	support-question-discussion	Skip: support-question-discussion	N/A	N/A		N/A	Feature: set default value without focusing	https://github.com/facebook/lexical/issues/4734	Skipped as support-question-discussion; no title/label-level portable editor invariant.
[x]	4738	CLOSED	yes	deferred-with-owner	defer	selection-dom-caret	DOM selection, caret, range, focus, and native movement	Deferred outside Slate-v2-only scope	Slate-v2-only ledger defer; Plate/product proof intentionally not used		N/A: deferred outside Slate-v2-only issue closure; do not inspect or patch Plate in this run.	Bug: Selection lost after deleting horizontal rule	https://github.com/facebook/lexical/issues/4738	Lexical #4738 is horizontal-rule deletion/selection plugin behavior. Deferred because this run is Slate-v2 only. Original non-Slate owner: Plate product/plugin owner deferred per Slate-v2-only scope. Title: Bug: Selection lost after deleting horizontal rule.
[x]	4739	CLOSED	no	invalid-skip	skip	docs-release-website	Skip: docs-release-website	N/A	N/A		N/A	Bug: error "Cannot use method in read-only mode" thrown when `isEditable === true` due to parallel call to `editorState.read`	https://github.com/facebook/lexical/issues/4739	Skipped as docs-release-website; no title/label-level portable editor invariant.
[x]	4744	CLOSED	yes	deferred-with-owner	keep-portable	selection-dom-caret	DOM selection, caret, range, focus, and native movement	.tmp/slate-v2 drag policy owner	disable text drag API/behavior proof		defer: define text-drag disabling API before closure	Feature: Disable text drag	https://github.com/facebook/lexical/issues/4744	Lexical #4744 is a feature request for disabling text drag, not current Slate-v2 behavior.
[x]	4753	OPEN	yes	deferred-with-owner	keep-portable	ime-beforeinput-keyboard	IME and beforeinput transport	.tmp/slate-v2 IME visual font owner	Korean composition caret placement with specific fonts proof		defer: add font-sensitive Korean composition caret proof before closure	Bug: Cursor Positioning Problem During Text Composition in Specific Fonts with Composite Languages like Korean	https://github.com/facebook/lexical/issues/4753	Lexical #4753 needs exact visual caret positioning under Korean composition and specific fonts. Existing IME tests do not cover font metrics.
[x]	4754	OPEN	yes	deferred-with-owner	keep-portable	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, and serialization	.tmp/slate-v2 paste indent policy owner	paste/import leading tab converts to indent metadata proof		defer: define paste-indent policy before closure	Feature: paste indents support	https://github.com/facebook/lexical/issues/4754	Lexical #4754 is a feature request for converting pasted leading tabs into indent metadata. Existing Slate-v2 Google Docs tab paste preserves tab spans/loose line, not this policy.
[x]	4761	CLOSED	yes	deferred-with-owner	keep-portable	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, and serialization	.tmp/slate-v2 MS Word list paste owner	MS Word bullet/number list paste proof		defer: add MS Word list paste fixture before closure	Feature: Copy Paste Bullet/Number list from MS Word Document	https://github.com/facebook/lexical/issues/4761	Lexical #4761 needs exact MS Word list HTML paste proof. Existing Slate-v2 list and Google Docs paste tests are adjacent but not exact.
[x]	4765	OPEN	no	invalid-skip	skip	selection-dom-caret	DOM selection, caret, range, focus, and native movement	N/A	invalid-skip non-portable/support/project issue		N/A: skipped as non-portable for Slate-v2-only issue closure.	How to select all sentences of that word clicked?	https://github.com/facebook/lexical/issues/4765	Lexical #4765 is a support/how-to discussion about selecting sentences and replacing node text, not a portable Slate-v2 regression.
[x]	4773	CLOSED	yes	deferred-with-owner	keep-portable	plate-plugin-policy	Plate-owned rich text/plugin/product policy	.tmp/slate-v2 soft-break block-type owner	paragraph with leading line break converts to heading proof		defer: add leading-linebreak heading conversion test before closure	Bug: Cannot change a paragraph into a Header if the first child of the paragraph is a LineBreakNode	https://github.com/facebook/lexical/issues/4773	Lexical #4773 needs exact leading LineBreak/soft-break then heading conversion. Existing soft-break tests do not cover block type conversion.
[x]	4777	OPEN	no	invalid-skip	skip	docs-release-website	Skip: docs-release-website	N/A	N/A		N/A	Bug: When a custom text node is deleted, a new text node is inserted	https://github.com/facebook/lexical/issues/4777	Skipped as docs-release-website; no title/label-level portable editor invariant.
[x]	4778	CLOSED	yes	deferred-with-owner	keep-portable	selection-dom-caret	DOM selection, caret, range, focus, and native movement	.tmp/slate-v2 replace-node selection owner	replace selected text node preserves intended selection proof		defer: add replace-node selection preservation test before closure	Bug: Selection has been lost when I replace node	https://github.com/facebook/lexical/issues/4778	Lexical #4778 needs exact replace-node selection remapping semantics. Existing Slate-v2 selection tests do not cover unpredictable replacement nodes.
[x]	4782	CLOSED	yes	covered-by-existing-test	keep-portable	table-grid-selection	Table selection, navigation, paste, and nested table robustness	.tmp/slate-v2/playwright/integration/examples/tables.test.ts	browser table-cell selection proof	.tmp/slate-v2/playwright/integration/examples/tables.test.ts:153 triple-clicking the last table cell selects only that cell text; .tmp/slate-v2/playwright/integration/examples/tables.test.ts:172 dragging within a table cell selects that cell text; .tmp/slate-v2/playwright/integration/examples/tables.test.ts:346 moves between table cells with Tab and Shift+Tab	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun playwright playwright/integration/examples/tables.test.ts --project=chromium --grep "triple-clicking the last table cell selects only that cell text|dragging within a table cell selects that cell text|moves between table cells with Tab and Shift\+Tab"	Bug: When selecting a table cell	https://github.com/facebook/lexical/issues/4782	Lexical #4782 table-cell selection is covered by Slate-v2 browser table-cell selection and keyboard navigation tests. Verified focused command.
[x]	4785	CLOSED	yes	deferred-with-owner	defer	plate-plugin-policy	Plate-owned rich text/plugin/product policy	Deferred outside Slate-v2-only scope	Slate-v2-only ledger defer; Plate/product proof intentionally not used		N/A: deferred outside Slate-v2-only issue closure; do not inspect or patch Plate in this run.	Bug: The toolbar's style activation state is incorrect in certain cases	https://github.com/facebook/lexical/issues/4785	Lexical #4785 is toolbar style activation state UI. Deferred because this run is Slate-v2 only. Original non-Slate owner: Plate product/plugin owner deferred per Slate-v2-only scope. Title: Bug: The toolbar's style activation state is incorrect in certain cases.
[x]	4786	CLOSED	yes	deferred-with-owner	keep-portable	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, and serialization	.tmp/slate-v2 plaintext linebreak deletion owner	Backspace around consecutive line breaks in plaintext proof		defer: add plaintext consecutive-linebreak Backspace test before closure	Bug: Two LineBreak is disappeared when backspace in one linebreak (plain text mode)	https://github.com/facebook/lexical/issues/4786	Lexical #4786 needs exact consecutive LineBreak deletion in plaintext mode. Existing Slate-v2 delete/linebreak tests do not prove this.
[x]	4789	CLOSED	no	invalid-skip	skip	docs-release-website	Skip: docs-release-website	N/A	N/A		N/A	Bug: Lexical EditorRefPlugin Typescript issue	https://github.com/facebook/lexical/issues/4789	Skipped as docs-release-website; no title/label-level portable editor invariant.
