number	state	disposition	cluster	matrixKey	owner	proofKind	action	command	title	url
4502	CLOSED	plate-owned	plate-plugin-policy	Plate-owned rich text/plugin/product policy	Plate plugin/package/docs/example owner	Plate package or example proof	plate-owned	select Plate package/example owner before applying	Bug: Have either Subscript or Superscript, but not both	https://github.com/facebook/lexical/issues/4502
4505	CLOSED	keep-portable	table-grid-selection	Table selection, navigation, paste, and nested table robustness	.tmp/slate-v2/playwright/integration/examples/tables.test.ts; future table model owner for whole-table/nested-table semantics	browser table containment/navigation plus package insert-fragment proof	refactor-existing/create-new/defer-model	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/tables.test.ts --project=chromium --grep "table|cell|selection|paste|drag"	Bug: Unmerge merged cells deforms the table	https://github.com/facebook/lexical/issues/4505
4509	CLOSED	plate-owned	plate-plugin-policy	Plate-owned rich text/plugin/product policy	Plate plugin/package/docs/example owner	Plate package or example proof	plate-owned	select Plate package/example owner before applying	Does $nodesOfType access a stale state?	https://github.com/facebook/lexical/issues/4509
4514	CLOSED	plate-owned	plate-plugin-policy	Plate-owned rich text/plugin/product policy	Plate plugin/package/docs/example owner	Plate package or example proof	plate-owned	select Plate package/example owner before applying	Bug: Got error `Cannot read property of null` when using `LexicalClickableLinkPlugin` and clicking on a non-link element	https://github.com/facebook/lexical/issues/4514
4516	OPEN	plate-owned	plate-plugin-policy	Plate-owned rich text/plugin/product policy	Plate plugin/package/docs/example owner	Plate package or example proof	plate-owned/split-raw-invariant-if-needed	select Plate package/example owner before applying	Playground React Components Development	https://github.com/facebook/lexical/issues/4516
4517	OPEN	skip	docs-release-website	Skip: docs-release-website	N/A	N/A	skip	N/A	Bug: Listeners fire on initialization with CollaborationPlugin	https://github.com/facebook/lexical/issues/4517
4518	CLOSED	keep-portable	table-grid-selection	Table selection, navigation, paste, and nested table robustness	.tmp/slate-v2/playwright/integration/examples/tables.test.ts; future table model owner for whole-table/nested-table semantics	browser table containment/navigation plus package insert-fragment proof	refactor-existing/create-new/defer-model	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/tables.test.ts --project=chromium --grep "table|cell|selection|paste|drag"	Bug: TableRowNode and TableCellNode's `importDom` methods don't take into account the element's height and width respectively	https://github.com/facebook/lexical/issues/4518
4524	OPEN	keep-portable	selection-dom-caret	DOM selection, caret, range, focus, and native movement	.tmp/slate-v2/playwright/stress/generated-editing.test.ts	browser model/native selection proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/stress/generated-editing.test.ts --project=chromium --grep "selection|range|cursor|caret"	Feature: Delete an entire line (all selected lines) all at once	https://github.com/facebook/lexical/issues/4524
4525	OPEN	keep-portable	selection-dom-caret	DOM selection, caret, range, focus, and native movement	.tmp/slate-v2/playwright/stress/generated-editing.test.ts	browser model/native selection proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/stress/generated-editing.test.ts --project=chromium --grep "selection|range|cursor|caret"	Bug: Deleting first list item with nested list items and no siblings of same depth results in a strange cursor position	https://github.com/facebook/lexical/issues/4525
4526	CLOSED	keep-portable	table-grid-selection	Table selection, navigation, paste, and nested table robustness	.tmp/slate-v2/playwright/integration/examples/tables.test.ts; future table model owner for whole-table/nested-table semantics	browser table containment/navigation plus package insert-fragment proof	refactor-existing/create-new/defer-model	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/tables.test.ts --project=chromium --grep "table|cell|selection|paste|drag"	Bug: table, cell merge, table elements overflow,	https://github.com/facebook/lexical/issues/4526
4528	CLOSED	plate-owned	plate-plugin-policy	Plate-owned rich text/plugin/product policy	Plate plugin/package/docs/example owner	Plate package or example proof	plate-owned/split-raw-invariant-if-needed	select Plate package/example owner before applying	Suggestion: move everything related to indent and format to plugins or packages	https://github.com/facebook/lexical/issues/4528
4529	OPEN	keep-portable	table-grid-selection	Table selection, navigation, paste, and nested table robustness	.tmp/slate-v2/playwright/integration/examples/tables.test.ts; future table model owner for whole-table/nested-table semantics	browser table containment/navigation plus package insert-fragment proof	refactor-existing/create-new/defer-model	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/tables.test.ts --project=chromium --grep "table|cell|selection|paste|drag"	Bug: Table Action Menu Button Dropdown not working when the editor has a scrollbar	https://github.com/facebook/lexical/issues/4529
4530	CLOSED	skip	docs-release-website	Skip: docs-release-website	N/A	N/A	skip	N/A	Bug: LexicalAutoEmbedPlugin doesn't consistently work	https://github.com/facebook/lexical/issues/4530
4531	CLOSED	plate-owned	plate-plugin-policy	Plate-owned rich text/plugin/product policy	Plate plugin/package/docs/example owner	Plate package or example proof	plate-owned	select Plate package/example owner before applying	Bug: get wrong nodes when using `generateNodesFromDOM` with single-line Code Block	https://github.com/facebook/lexical/issues/4531
4533	CLOSED	keep-portable	void-decoration-atom	Void, decorator, image, mention, token, and inline atom boundaries	.tmp/slate-v2/playwright/integration/examples/editable-voids.test.ts; .tmp/slate-v2/playwright/integration/examples/mentions.test.ts	browser atom/void keyboard, paste, and IME proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/editable-voids.test.ts --project=chromium --grep "void|decorator|image|mention|Enter|Arrow"	Bug: LinkNode.importDOM doesn't support image content	https://github.com/facebook/lexical/issues/4533
4536	CLOSED	keep-portable	selection-dom-caret	DOM selection, caret, range, focus, and native movement	.tmp/slate-v2/playwright/stress/generated-editing.test.ts	browser model/native selection proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/stress/generated-editing.test.ts --project=chromium --grep "selection|range|cursor|caret"	Bug: Using `shift+up` for selection breaks on going from image to list item node	https://github.com/facebook/lexical/issues/4536
4542	CLOSED	skip	docs-release-website	Skip: docs-release-website	N/A	N/A	skip	N/A	Bug: Clear button doesn't reset the remaining char	https://github.com/facebook/lexical/issues/4542
4545	CLOSED	plate-owned	plate-plugin-policy	Plate-owned rich text/plugin/product policy	Plate plugin/package/docs/example owner	Plate package or example proof	plate-owned/split-raw-invariant-if-needed	select Plate package/example owner before applying	Bug: Typeahead menu opens in the wrong position	https://github.com/facebook/lexical/issues/4545
4546	CLOSED	keep-portable	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, and serialization	.tmp/slate-v2/playwright/integration/examples/paste-html.test.ts; .tmp/slate-v2/packages/slate-dom/test/clipboard-boundary.ts	browser clipboard plus slate-dom package proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/paste-html.test.ts --project=chromium --grep "paste|clipboard|copy|cut"	Bug: add initial html without focusing editor	https://github.com/facebook/lexical/issues/4546
4547	CLOSED	keep-portable	ime-beforeinput-keyboard	IME and beforeinput transport	.tmp/slate-v2/playwright/integration/examples/richtext.test.ts; .tmp/slate-v2/packages/slate-browser/src/playwright/ime.ts	browser IME/beforeinput plus package history when applicable	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/richtext.test.ts --project=chromium --grep "IME|composition|beforeinput"	Bug: After use 'Tab' botton, and then typing Chinese character, the whole editor will be broken and can't do anything	https://github.com/facebook/lexical/issues/4547
4548	CLOSED	keep-portable	table-grid-selection	Table selection, navigation, paste, and nested table robustness	.tmp/slate-v2/playwright/integration/examples/tables.test.ts; future table model owner for whole-table/nested-table semantics	browser table containment/navigation plus package insert-fragment proof	refactor-existing/create-new/defer-model	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/tables.test.ts --project=chromium --grep "table|cell|selection|paste|drag"	Bug: cant delete list next sibling table	https://github.com/facebook/lexical/issues/4548
4550	OPEN	keep-portable	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, and serialization	.tmp/slate-v2/playwright/integration/examples/paste-html.test.ts; .tmp/slate-v2/packages/slate-dom/test/clipboard-boundary.ts	browser clipboard plus slate-dom package proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/paste-html.test.ts --project=chromium --grep "paste|clipboard|copy|cut"	Feature: Split markdown shortcuts, import and export	https://github.com/facebook/lexical/issues/4550
4551	OPEN	plate-owned	plate-plugin-policy	Plate-owned rich text/plugin/product policy	Plate plugin/package/docs/example owner	Plate package or example proof	plate-owned/split-raw-invariant-if-needed	select Plate package/example owner before applying	Bug: Floating Link Editor: If setting edit mode, clicking outside and opening a different link, edit mode is still active with previous link	https://github.com/facebook/lexical/issues/4551
4552	OPEN	keep-portable	selection-dom-caret	DOM selection, caret, range, focus, and native movement	.tmp/slate-v2/playwright/stress/generated-editing.test.ts	browser model/native selection proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/stress/generated-editing.test.ts --project=chromium --grep "selection|range|cursor|caret"	Bug: Floating link editor gets blurred (as if out of focus) if switches positions without closing first	https://github.com/facebook/lexical/issues/4552
4557	CLOSED	keep-portable	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, and serialization	.tmp/slate-v2/playwright/integration/examples/paste-html.test.ts; .tmp/slate-v2/packages/slate-dom/test/clipboard-boundary.ts	browser clipboard plus slate-dom package proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/paste-html.test.ts --project=chromium --grep "paste|clipboard|copy|cut"	Bug: Error when using `$insertNodes` with nodes from HTML of single-line Code Block	https://github.com/facebook/lexical/issues/4557
4559	CLOSED	keep-portable	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, and serialization	.tmp/slate-v2/playwright/integration/examples/paste-html.test.ts; .tmp/slate-v2/packages/slate-dom/test/clipboard-boundary.ts	browser clipboard plus slate-dom package proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/paste-html.test.ts --project=chromium --grep "paste|clipboard|copy|cut"	Bug: MaxLengthPlugin throws error when pasting large content and press Enter	https://github.com/facebook/lexical/issues/4559
4561	CLOSED	keep-portable	selection-dom-caret	DOM selection, caret, range, focus, and native movement	.tmp/slate-v2/playwright/stress/generated-editing.test.ts	browser model/native selection proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/stress/generated-editing.test.ts --project=chromium --grep "selection|range|cursor|caret"	Bug: Shift+Up and Shift+Down selection can skip DecoratorNodes between TextNodes	https://github.com/facebook/lexical/issues/4561
4564	CLOSED	keep-portable	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, and serialization	.tmp/slate-v2/playwright/integration/examples/paste-html.test.ts; .tmp/slate-v2/packages/slate-dom/test/clipboard-boundary.ts	browser clipboard plus slate-dom package proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/paste-html.test.ts --project=chromium --grep "paste|clipboard|copy|cut"	Bug: Lexical collapses non-collapsible whitespace on paste [regression]	https://github.com/facebook/lexical/issues/4564
4565	CLOSED	keep-portable	selection-dom-caret	DOM selection, caret, range, focus, and native movement	.tmp/slate-v2/playwright/stress/generated-editing.test.ts	browser model/native selection proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/stress/generated-editing.test.ts --project=chromium --grep "selection|range|cursor|caret"	Feature: LexicalClickableLinkPlugin should support ctrl click mode	https://github.com/facebook/lexical/issues/4565
4568	OPEN	skip	support-question-discussion	Skip: support-question-discussion	N/A	N/A	skip	N/A	Feature: customized merge nodes	https://github.com/facebook/lexical/issues/4568
4571	CLOSED	keep-portable	table-grid-selection	Table selection, navigation, paste, and nested table robustness	.tmp/slate-v2/playwright/integration/examples/tables.test.ts; future table model owner for whole-table/nested-table semantics	browser table containment/navigation plus package insert-fragment proof	refactor-existing/create-new/defer-model	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/tables.test.ts --project=chromium --grep "table|cell|selection|paste|drag"	Bug: toolbar menu does not works correct in table cell.	https://github.com/facebook/lexical/issues/4571
4572	OPEN	keep-portable	ime-beforeinput-keyboard	IME and beforeinput transport	.tmp/slate-v2/playwright/integration/examples/richtext.test.ts; .tmp/slate-v2/packages/slate-browser/src/playwright/ime.ts	browser IME/beforeinput plus package history when applicable	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/richtext.test.ts --project=chromium --grep "IME|composition|beforeinput"	Bug: Unable to input any CJK language with google input tool	https://github.com/facebook/lexical/issues/4572
4573	CLOSED	keep-portable	selection-dom-caret	DOM selection, caret, range, focus, and native movement	.tmp/slate-v2/playwright/stress/generated-editing.test.ts	browser model/native selection proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/stress/generated-editing.test.ts --project=chromium --grep "selection|range|cursor|caret"	Feature: Enhance thread/comment click behavior for a smoother user experience	https://github.com/facebook/lexical/issues/4573
4574	CLOSED	skip	unrelated-or-product-unclear	Skip: unrelated-or-product-unclear	N/A	N/A	skip	N/A	Bug: Impossible to insert text when there is only a DecoratorBlockNode or TableNode in root	https://github.com/facebook/lexical/issues/4574
4575	CLOSED	skip	docs-release-website	Skip: docs-release-website	N/A	N/A	skip	N/A	Feature: Dynamically update the values when the values are updated elsewhere in the application 	https://github.com/facebook/lexical/issues/4575
4576	CLOSED	keep-portable	table-grid-selection	Table selection, navigation, paste, and nested table robustness	.tmp/slate-v2/playwright/integration/examples/tables.test.ts; future table model owner for whole-table/nested-table semantics	browser table containment/navigation plus package insert-fragment proof	refactor-existing/create-new/defer-model	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/tables.test.ts --project=chromium --grep "table|cell|selection|paste|drag"	Bug: the whole editor features will broken sometime when drag line between table column 	https://github.com/facebook/lexical/issues/4576
4578	CLOSED	skip	docs-release-website	Skip: docs-release-website	N/A	N/A	skip	N/A	Bug: URLs copied from MS Edge browser's address bar are pasted as titles	https://github.com/facebook/lexical/issues/4578
4579	OPEN	plate-owned	plate-plugin-policy	Plate-owned rich text/plugin/product policy	Plate plugin/package/docs/example owner	Plate package or example proof	plate-owned	select Plate package/example owner before applying	Discussion: Making list-items draggable instead of list-nodes	https://github.com/facebook/lexical/issues/4579
4583	OPEN	plate-owned	plate-plugin-policy	Plate-owned rich text/plugin/product policy	Plate plugin/package/docs/example owner	Plate package or example proof	plate-owned/split-raw-invariant-if-needed	select Plate package/example owner before applying	Bug: custom theme.indent value not respected when rendering a stored editor content	https://github.com/facebook/lexical/issues/4583
4585	CLOSED	skip	docs-release-website	Skip: docs-release-website	N/A	N/A	skip	N/A	Bug: parseEditorState throws an error for headless editor	https://github.com/facebook/lexical/issues/4585
4589	CLOSED	plate-owned	plate-plugin-policy	Plate-owned rich text/plugin/product policy	Plate plugin/package/docs/example owner	Plate package or example proof	plate-owned/split-raw-invariant-if-needed	select Plate package/example owner before applying	Bug: Appears to be typo/bug in Playground autocomplete plugin	https://github.com/facebook/lexical/issues/4589
4594	OPEN	keep-portable	selection-dom-caret	DOM selection, caret, range, focus, and native movement	.tmp/slate-v2/playwright/stress/generated-editing.test.ts	browser model/native selection proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/stress/generated-editing.test.ts --project=chromium --grep "selection|range|cursor|caret"	Bug: Enter not working as intended	https://github.com/facebook/lexical/issues/4594
4595	CLOSED	skip	docs-release-website	Skip: docs-release-website	N/A	N/A	skip	N/A	Bug: Keyboard events not registering in content editable with react testing library	https://github.com/facebook/lexical/issues/4595
4596	CLOSED	skip	docs-release-website	Skip: docs-release-website	N/A	N/A	skip	N/A	Bug: $generateNodesFromDOM stripping newlines	https://github.com/facebook/lexical/issues/4596
4599	CLOSED	keep-portable	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, and serialization	.tmp/slate-v2/playwright/integration/examples/paste-html.test.ts; .tmp/slate-v2/packages/slate-dom/test/clipboard-boundary.ts	browser clipboard plus slate-dom package proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/paste-html.test.ts --project=chromium --grep "paste|clipboard|copy|cut"	import cycles in lexical playground	https://github.com/facebook/lexical/issues/4599
4601	CLOSED	keep-portable	void-decoration-atom	Void, decorator, image, mention, token, and inline atom boundaries	.tmp/slate-v2/playwright/integration/examples/editable-voids.test.ts; .tmp/slate-v2/playwright/integration/examples/mentions.test.ts	browser atom/void keyboard, paste, and IME proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/editable-voids.test.ts --project=chromium --grep "void|decorator|image|mention|Enter|Arrow"	Bug: Editor crashes when trying to align a Horizontal Rule	https://github.com/facebook/lexical/issues/4601
4605	CLOSED	keep-portable	void-decoration-atom	Void, decorator, image, mention, token, and inline atom boundaries	.tmp/slate-v2/playwright/integration/examples/editable-voids.test.ts; .tmp/slate-v2/playwright/integration/examples/mentions.test.ts	browser atom/void keyboard, paste, and IME proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/editable-voids.test.ts --project=chromium --grep "void|decorator|image|mention|Enter|Arrow"	Bug: React Decorator nodes constantly remounting	https://github.com/facebook/lexical/issues/4605
4607	CLOSED	plate-owned	plate-plugin-policy	Plate-owned rich text/plugin/product policy	Plate plugin/package/docs/example owner	Plate package or example proof	plate-owned	select Plate package/example owner before applying	Bug: Typeahead menu anchor element doubling up	https://github.com/facebook/lexical/issues/4607
4609	CLOSED	keep-portable	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, and serialization	.tmp/slate-v2/playwright/integration/examples/paste-html.test.ts; .tmp/slate-v2/packages/slate-dom/test/clipboard-boundary.ts	browser clipboard plus slate-dom package proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/paste-html.test.ts --project=chromium --grep "paste|clipboard|copy|cut"	Bug: $convertFromMarkdownString doesn't work in SSR	https://github.com/facebook/lexical/issues/4609
4610	CLOSED	keep-portable	selection-dom-caret	DOM selection, caret, range, focus, and native movement	.tmp/slate-v2/playwright/stress/generated-editing.test.ts	browser model/native selection proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/stress/generated-editing.test.ts --project=chromium --grep "selection|range|cursor|caret"	Feature: AutoFocusPlugin act the same behavior in Safari and Chrome.	https://github.com/facebook/lexical/issues/4610
4612	CLOSED	plate-owned	plate-plugin-policy	Plate-owned rich text/plugin/product policy	Plate plugin/package/docs/example owner	Plate package or example proof	plate-owned	select Plate package/example owner before applying	Bug: List Plugin example in Playground is outdated	https://github.com/facebook/lexical/issues/4612
4615	CLOSED	plate-owned	plate-plugin-policy	Plate-owned rich text/plugin/product policy	Plate plugin/package/docs/example owner	Plate package or example proof	plate-owned/split-raw-invariant-if-needed	select Plate package/example owner before applying	How do I implement font-family and font-size in Lexical?	https://github.com/facebook/lexical/issues/4615
4617	CLOSED	keep-portable	selection-dom-caret	DOM selection, caret, range, focus, and native movement	.tmp/slate-v2/playwright/stress/generated-editing.test.ts	browser model/native selection proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/stress/generated-editing.test.ts --project=chromium --grep "selection|range|cursor|caret"	Bug: ⌘ → doesn't work if caret is at the start of root before a DecoratorNode	https://github.com/facebook/lexical/issues/4617
4618	CLOSED	plate-owned	plate-plugin-policy	Plate-owned rich text/plugin/product policy	Plate plugin/package/docs/example owner	Plate package or example proof	plate-owned	select Plate package/example owner before applying	Bug: Lists are not always combined when possible	https://github.com/facebook/lexical/issues/4618
4624	CLOSED	skip	docs-release-website	Skip: docs-release-website	N/A	N/A	skip	N/A	Feature: Improve prod error message	https://github.com/facebook/lexical/issues/4624
4626	CLOSED	keep-portable	void-decoration-atom	Void, decorator, image, mention, token, and inline atom boundaries	.tmp/slate-v2/playwright/integration/examples/editable-voids.test.ts; .tmp/slate-v2/playwright/integration/examples/mentions.test.ts	browser atom/void keyboard, paste, and IME proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/editable-voids.test.ts --project=chromium --grep "void|decorator|image|mention|Enter|Arrow"	Bug: Editor doesn't render color, italic, strikethrough, underline or other inline stylings	https://github.com/facebook/lexical/issues/4626
4630	CLOSED	skip	support-question-discussion	Skip: support-question-discussion	N/A	N/A	skip	N/A	Feature: Inserting non-semantic elements	https://github.com/facebook/lexical/issues/4630
4634	CLOSED	skip	support-question-discussion	Skip: support-question-discussion	N/A	N/A	skip	N/A	Questions: Is there any recommend way of rendering some uneditable content inside the editor area ?	https://github.com/facebook/lexical/issues/4634
4636	OPEN	defer	mobile-device-keyboard	Raw mobile keyboard, tap, selection, and IME	raw mobile device proof lane	raw Android/iOS device proof	defer	bun test:mobile-device-proof:raw	Bug: When typing, contents of the previous Node are inserted into the editor (Android, Gboard)	https://github.com/facebook/lexical/issues/4636
4640	CLOSED	plate-owned	plate-plugin-policy	Plate-owned rich text/plugin/product policy	Plate plugin/package/docs/example owner	Plate package or example proof	plate-owned/split-raw-invariant-if-needed	select Plate package/example owner before applying	Bug: UI Multi-Bulletpoints on tab indent with ListPlugin and MarkdownPlugin	https://github.com/facebook/lexical/issues/4640
4641	CLOSED	skip	docs-release-website	Skip: docs-release-website	N/A	N/A	skip	N/A	Bug: $generateNodesFromDOM() removes spaces around <Mark> Node	https://github.com/facebook/lexical/issues/4641
4645	CLOSED	plate-owned	plate-plugin-policy	Plate-owned rich text/plugin/product policy	Plate plugin/package/docs/example owner	Plate package or example proof	plate-owned	select Plate package/example owner before applying	Feature: Link over an image	https://github.com/facebook/lexical/issues/4645
4646	CLOSED	skip	docs-release-website	Skip: docs-release-website	N/A	N/A	skip	N/A	Bug: insertNodes: cannot insert a non-element into a root node	https://github.com/facebook/lexical/issues/4646
4647	CLOSED	keep-portable	table-grid-selection	Table selection, navigation, paste, and nested table robustness	.tmp/slate-v2/playwright/integration/examples/tables.test.ts; future table model owner for whole-table/nested-table semantics	browser table containment/navigation plus package insert-fragment proof	refactor-existing/create-new/defer-model	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/tables.test.ts --project=chromium --grep "table|cell|selection|paste|drag"	Bug: Adding a table inside of a table and selecting the inner table is breaking the page. 	https://github.com/facebook/lexical/issues/4647
4650	CLOSED	keep-portable	selection-dom-caret	DOM selection, caret, range, focus, and native movement	.tmp/slate-v2/playwright/stress/generated-editing.test.ts	browser model/native selection proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/stress/generated-editing.test.ts --project=chromium --grep "selection|range|cursor|caret"	Bug: Format not detected on selection	https://github.com/facebook/lexical/issues/4650
4651	CLOSED	skip	docs-release-website	Skip: docs-release-website	N/A	N/A	skip	N/A	Feature/question: Preserving unrecognized styles and attributes upon generating nodes from dom 	https://github.com/facebook/lexical/issues/4651
4653	CLOSED	skip	docs-release-website	Skip: docs-release-website	N/A	N/A	skip	N/A	Bug: Setting default language to another language other than Javascript does not work	https://github.com/facebook/lexical/issues/4653
4656	CLOSED	keep-portable	selection-dom-caret	DOM selection, caret, range, focus, and native movement	.tmp/slate-v2/playwright/stress/generated-editing.test.ts	browser model/native selection proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/stress/generated-editing.test.ts --project=chromium --grep "selection|range|cursor|caret"	Bug: dispatchCommand FORMAT_TEXT_COMMAND if Editor without text selection doesn't reflect	https://github.com/facebook/lexical/issues/4656
4658	CLOSED	skip	docs-release-website	Skip: docs-release-website	N/A	N/A	skip	N/A	Bug: `RangeSelection` using root splices text from last node	https://github.com/facebook/lexical/issues/4658
4660	CLOSED	keep-portable	table-grid-selection	Table selection, navigation, paste, and nested table robustness	.tmp/slate-v2/playwright/integration/examples/tables.test.ts; future table model owner for whole-table/nested-table semantics	browser table containment/navigation plus package insert-fragment proof	refactor-existing/create-new/defer-model	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/tables.test.ts --project=chromium --grep "table|cell|selection|paste|drag"	Bug: Non-experimental $insertTableColumn crashes the editor when trying to add multiple columns	https://github.com/facebook/lexical/issues/4660
4661	CLOSED	keep-portable	table-grid-selection	Table selection, navigation, paste, and nested table robustness	.tmp/slate-v2/playwright/integration/examples/tables.test.ts; future table model owner for whole-table/nested-table semantics	browser table containment/navigation plus package insert-fragment proof	refactor-existing/create-new/defer-model	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/tables.test.ts --project=chromium --grep "table|cell|selection|paste|drag"	Bug: Columns are not inserted to the left of selection, but focus	https://github.com/facebook/lexical/issues/4661
