status	category	donorPath	destinations	note
active-package	package-test	packages/slate/test/interfaces/Location/isSpan/range.tsx	packages/slate/test/interfaces/Location/isSpan/range.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Location/isSpan/span.tsx	packages/slate/test/interfaces/Location/isSpan/span.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Node/ancestor/success.tsx	packages/slate/test/interfaces/Node/ancestor/success.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Node/ancestors/reverse.tsx	packages/slate/test/interfaces/Node/ancestors/reverse.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Node/ancestors/success.tsx	packages/slate/test/interfaces/Node/ancestors/success.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Node/child/success.tsx	packages/slate/test/interfaces/Node/child/success.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Node/children/all.tsx	packages/slate/test/interfaces/Node/children/all.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Node/children/reverse.tsx	packages/slate/test/interfaces/Node/children/reverse.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Node/descendant/success.tsx	packages/slate/test/interfaces/Node/descendant/success.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Node/descendants/all.tsx	packages/slate/test/interfaces/Node/descendants/all.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Node/descendants/from.tsx	packages/slate/test/interfaces/Node/descendants/from.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Node/descendants/reverse.tsx	packages/slate/test/interfaces/Node/descendants/reverse.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Node/descendants/to.tsx	packages/slate/test/interfaces/Node/descendants/to.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Node/elements/all.tsx	packages/slate/test/interfaces/Node/elements/all.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Node/elements/path.tsx	packages/slate/test/interfaces/Node/elements/path.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Node/elements/range.tsx	packages/slate/test/interfaces/Node/elements/range.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Node/elements/reverse.tsx	packages/slate/test/interfaces/Node/elements/reverse.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Node/first/success.tsx	packages/slate/test/interfaces/Node/first/success.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Node/get/root.tsx	packages/slate/test/interfaces/Node/get/root.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Node/get/success.tsx	packages/slate/test/interfaces/Node/get/success.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Node/getIf/proto.tsx	packages/slate/test/interfaces/Node/getIf/proto.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Node/getIf/root.tsx	packages/slate/test/interfaces/Node/getIf/root.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Node/getIf/success.tsx	packages/slate/test/interfaces/Node/getIf/success.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Node/getIf/undefined.tsx	packages/slate/test/interfaces/Node/getIf/undefined.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Node/isNode/boolean.tsx	packages/slate/test/interfaces/Node/isNode/boolean.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Node/isNode/custom-property.tsx	packages/slate/test/interfaces/Node/isNode/custom-property.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Node/isNode/element.tsx	packages/slate/test/interfaces/Node/isNode/element.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Node/isNode/object.tsx	packages/slate/test/interfaces/Node/isNode/object.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Node/isNode/text.tsx	packages/slate/test/interfaces/Node/isNode/text.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Node/isNode/value.tsx	packages/slate/test/interfaces/Node/isNode/value.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Node/isNodeList/boolean.tsx	packages/slate/test/interfaces/Node/isNodeList/boolean.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Node/isNodeList/element.tsx	packages/slate/test/interfaces/Node/isNodeList/element.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Node/isNodeList/empty.tsx	packages/slate/test/interfaces/Node/isNodeList/empty.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Node/isNodeList/full-element.tsx	packages/slate/test/interfaces/Node/isNodeList/full-element.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Node/isNodeList/full-text.tsx	packages/slate/test/interfaces/Node/isNodeList/full-text.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Node/isNodeList/full-value.tsx	packages/slate/test/interfaces/Node/isNodeList/full-value.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Node/isNodeList/not-full-node.tsx	packages/slate/test/interfaces/Node/isNodeList/not-full-node.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Node/leaf/success.tsx	packages/slate/test/interfaces/Node/leaf/success.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Node/levels/reverse.tsx	packages/slate/test/interfaces/Node/levels/reverse.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Node/levels/success.tsx	packages/slate/test/interfaces/Node/levels/success.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Node/matches/element-custom-prop.tsx	packages/slate/test/interfaces/Node/matches/element-custom-prop.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Node/nodes/all.tsx	packages/slate/test/interfaces/Node/nodes/all.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Node/nodes/multiple-elements.tsx	packages/slate/test/interfaces/Node/nodes/multiple-elements.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Node/nodes/nested-elements.tsx	packages/slate/test/interfaces/Node/nodes/nested-elements.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Node/nodes/pass.tsx	packages/slate/test/interfaces/Node/nodes/pass.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Node/nodes/to.tsx	packages/slate/test/interfaces/Node/nodes/to.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Node/parent/success.tsx	packages/slate/test/interfaces/Node/parent/success.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Node/string/across-elements.tsx	packages/slate/test/interfaces/Node/string/across-elements.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Node/string/element.tsx	packages/slate/test/interfaces/Node/string/element.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Node/string/text.tsx	packages/slate/test/interfaces/Node/string/text.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Node/texts/all.tsx	packages/slate/test/interfaces/Node/texts/all.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Node/texts/from.tsx	packages/slate/test/interfaces/Node/texts/from.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Node/texts/multiple-elements.tsx	packages/slate/test/interfaces/Node/texts/multiple-elements.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Node/texts/reverse.tsx	packages/slate/test/interfaces/Node/texts/reverse.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Node/texts/to.tsx	packages/slate/test/interfaces/Node/texts/to.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Operation/inverse/moveNode/backward-in-parent.tsx	packages/slate/test/interfaces/Operation/inverse/moveNode/backward-in-parent.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Operation/inverse/moveNode/child-to-ends-after-parent.tsx	packages/slate/test/interfaces/Operation/inverse/moveNode/child-to-ends-after-parent.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Operation/inverse/moveNode/child-to-ends-before-parent.tsx	packages/slate/test/interfaces/Operation/inverse/moveNode/child-to-ends-before-parent.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Operation/inverse/moveNode/child-to-parent.tsx	packages/slate/test/interfaces/Operation/inverse/moveNode/child-to-parent.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Operation/inverse/moveNode/ends-after-parent-to-child.tsx	packages/slate/test/interfaces/Operation/inverse/moveNode/ends-after-parent-to-child.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Operation/inverse/moveNode/ends-before-parent-to-child.tsx	packages/slate/test/interfaces/Operation/inverse/moveNode/ends-before-parent-to-child.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Operation/inverse/moveNode/forward-in-parent.tsx	packages/slate/test/interfaces/Operation/inverse/moveNode/forward-in-parent.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Operation/inverse/moveNode/non-sibling.tsx	packages/slate/test/interfaces/Operation/inverse/moveNode/non-sibling.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Operation/isOperation/boolean.tsx	packages/slate/test/interfaces/Operation/isOperation/boolean.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Operation/isOperation/custom-property.tsx	packages/slate/test/interfaces/Operation/isOperation/custom-property.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Operation/isOperation/insert_node.tsx	packages/slate/test/interfaces/Operation/isOperation/insert_node.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Operation/isOperation/insert_text.tsx	packages/slate/test/interfaces/Operation/isOperation/insert_text.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Operation/isOperation/merge_node.tsx	packages/slate/test/interfaces/Operation/isOperation/merge_node.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Operation/isOperation/move_node.tsx	packages/slate/test/interfaces/Operation/isOperation/move_node.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Operation/isOperation/object.tsx	packages/slate/test/interfaces/Operation/isOperation/object.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Operation/isOperation/remove_node.tsx	packages/slate/test/interfaces/Operation/isOperation/remove_node.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Operation/isOperation/remove_text.tsx	packages/slate/test/interfaces/Operation/isOperation/remove_text.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Operation/isOperation/set_node.tsx	packages/slate/test/interfaces/Operation/isOperation/set_node.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Operation/isOperation/set_selection.tsx	packages/slate/test/interfaces/Operation/isOperation/set_selection.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Operation/isOperation/split_node.tsx	packages/slate/test/interfaces/Operation/isOperation/split_node.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Operation/isOperation/without-type.tsx	packages/slate/test/interfaces/Operation/isOperation/without-type.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Operation/isOperationList/boolean.tsx	packages/slate/test/interfaces/Operation/isOperationList/boolean.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Operation/isOperationList/empty.tsx	packages/slate/test/interfaces/Operation/isOperationList/empty.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Operation/isOperationList/full.tsx	packages/slate/test/interfaces/Operation/isOperationList/full.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Operation/isOperationList/not-full-operaion.tsx	packages/slate/test/interfaces/Operation/isOperationList/not-full-operaion.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Operation/isOperationList/operation.tsx	packages/slate/test/interfaces/Operation/isOperationList/operation.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/ancestors/reverse.tsx	packages/slate/test/interfaces/Path/ancestors/reverse.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/ancestors/success.tsx	packages/slate/test/interfaces/Path/ancestors/success.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/common/equal.tsx	packages/slate/test/interfaces/Path/common/equal.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/common/root.tsx	packages/slate/test/interfaces/Path/common/root.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/common/success.tsx	packages/slate/test/interfaces/Path/common/success.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/compare/above.tsx	packages/slate/test/interfaces/Path/compare/above.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/compare/after.tsx	packages/slate/test/interfaces/Path/compare/after.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/compare/before.tsx	packages/slate/test/interfaces/Path/compare/before.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/compare/below.tsx	packages/slate/test/interfaces/Path/compare/below.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/compare/equal.tsx	packages/slate/test/interfaces/Path/compare/equal.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/compare/root.tsx	packages/slate/test/interfaces/Path/compare/root.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/endsAfter/above.tsx	packages/slate/test/interfaces/Path/endsAfter/above.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/endsAfter/after.tsx	packages/slate/test/interfaces/Path/endsAfter/after.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/endsAfter/before.tsx	packages/slate/test/interfaces/Path/endsAfter/before.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/endsAfter/below.tsx	packages/slate/test/interfaces/Path/endsAfter/below.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/endsAfter/ends-after.tsx	packages/slate/test/interfaces/Path/endsAfter/ends-after.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/endsAfter/ends-at.tsx	packages/slate/test/interfaces/Path/endsAfter/ends-at.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/endsAfter/ends-before.tsx	packages/slate/test/interfaces/Path/endsAfter/ends-before.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/endsAfter/equal.tsx	packages/slate/test/interfaces/Path/endsAfter/equal.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/endsAfter/root.tsx	packages/slate/test/interfaces/Path/endsAfter/root.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/endsAt/above.tsx	packages/slate/test/interfaces/Path/endsAt/above.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/endsAt/after.tsx	packages/slate/test/interfaces/Path/endsAt/after.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/endsAt/before.tsx	packages/slate/test/interfaces/Path/endsAt/before.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/endsAt/ends-after.tsx	packages/slate/test/interfaces/Path/endsAt/ends-after.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/endsAt/ends-at.tsx	packages/slate/test/interfaces/Path/endsAt/ends-at.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/endsAt/ends-before.tsx	packages/slate/test/interfaces/Path/endsAt/ends-before.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/endsAt/equal.tsx	packages/slate/test/interfaces/Path/endsAt/equal.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/endsAt/root.tsx	packages/slate/test/interfaces/Path/endsAt/root.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/endsBefore/above.tsx	packages/slate/test/interfaces/Path/endsBefore/above.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/endsBefore/after.tsx	packages/slate/test/interfaces/Path/endsBefore/after.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/endsBefore/before.tsx	packages/slate/test/interfaces/Path/endsBefore/before.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/endsBefore/below.tsx	packages/slate/test/interfaces/Path/endsBefore/below.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/endsBefore/ends-after.tsx	packages/slate/test/interfaces/Path/endsBefore/ends-after.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/endsBefore/ends-at.tsx	packages/slate/test/interfaces/Path/endsBefore/ends-at.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/endsBefore/ends-before.tsx	packages/slate/test/interfaces/Path/endsBefore/ends-before.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/endsBefore/equal.tsx	packages/slate/test/interfaces/Path/endsBefore/equal.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/endsBefore/root.tsx	packages/slate/test/interfaces/Path/endsBefore/root.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/equals/above.tsx	packages/slate/test/interfaces/Path/equals/above.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/equals/after.tsx	packages/slate/test/interfaces/Path/equals/after.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/equals/before.tsx	packages/slate/test/interfaces/Path/equals/before.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/equals/below.tsx	packages/slate/test/interfaces/Path/equals/below.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/equals/equal.tsx	packages/slate/test/interfaces/Path/equals/equal.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/equals/root.tsx	packages/slate/test/interfaces/Path/equals/root.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/hasPrevious/root.tsx	packages/slate/test/interfaces/Path/hasPrevious/root.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/hasPrevious/success.tsx	packages/slate/test/interfaces/Path/hasPrevious/success.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/isAfter/above.tsx	packages/slate/test/interfaces/Path/isAfter/above.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/isAfter/after.tsx	packages/slate/test/interfaces/Path/isAfter/after.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/isAfter/before.tsx	packages/slate/test/interfaces/Path/isAfter/before.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/isAfter/below.tsx	packages/slate/test/interfaces/Path/isAfter/below.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/isAfter/equal.tsx	packages/slate/test/interfaces/Path/isAfter/equal.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/isAncestor/above-grandparent.tsx	packages/slate/test/interfaces/Path/isAncestor/above-grandparent.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/isAncestor/above-parent.tsx	packages/slate/test/interfaces/Path/isAncestor/above-parent.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/isAncestor/after.tsx	packages/slate/test/interfaces/Path/isAncestor/after.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/isAncestor/before.js	packages/slate/test/interfaces/Path/isAncestor/before.js	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/isAncestor/before.tsx	packages/slate/test/interfaces/Path/isAncestor/before.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/isAncestor/below.tsx	packages/slate/test/interfaces/Path/isAncestor/below.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/isAncestor/equal.tsx	packages/slate/test/interfaces/Path/isAncestor/equal.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/isBefore/above.tsx	packages/slate/test/interfaces/Path/isBefore/above.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/isBefore/after.tsx	packages/slate/test/interfaces/Path/isBefore/after.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/isBefore/before.tsx	packages/slate/test/interfaces/Path/isBefore/before.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/isBefore/below.tsx	packages/slate/test/interfaces/Path/isBefore/below.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/isBefore/equal.tsx	packages/slate/test/interfaces/Path/isBefore/equal.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/isChild/above.tsx	packages/slate/test/interfaces/Path/isChild/above.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/isChild/after.tsx	packages/slate/test/interfaces/Path/isChild/after.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/isChild/before.js	packages/slate/test/interfaces/Path/isChild/before.js	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/isChild/before.tsx	packages/slate/test/interfaces/Path/isChild/before.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/isChild/below-child.tsx	packages/slate/test/interfaces/Path/isChild/below-child.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/isChild/below-grandchild.tsx	packages/slate/test/interfaces/Path/isChild/below-grandchild.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/isChild/equal.tsx	packages/slate/test/interfaces/Path/isChild/equal.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/isDescendant/above.tsx	packages/slate/test/interfaces/Path/isDescendant/above.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/isDescendant/after.tsx	packages/slate/test/interfaces/Path/isDescendant/after.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/isDescendant/before.tsx	packages/slate/test/interfaces/Path/isDescendant/before.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/isDescendant/below-child.tsx	packages/slate/test/interfaces/Path/isDescendant/below-child.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/isDescendant/below-grandchild.tsx	packages/slate/test/interfaces/Path/isDescendant/below-grandchild.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/isDescendant/equal.tsx	packages/slate/test/interfaces/Path/isDescendant/equal.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/isParent/above-grandparent.tsx	packages/slate/test/interfaces/Path/isParent/above-grandparent.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/isParent/above-parent.tsx	packages/slate/test/interfaces/Path/isParent/above-parent.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/isParent/after.tsx	packages/slate/test/interfaces/Path/isParent/after.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/isParent/before.tsx	packages/slate/test/interfaces/Path/isParent/before.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/isParent/below.tsx	packages/slate/test/interfaces/Path/isParent/below.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/isParent/equal.tsx	packages/slate/test/interfaces/Path/isParent/equal.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/isPath/boolean.tsx	packages/slate/test/interfaces/Path/isPath/boolean.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/isPath/empty.tsx	packages/slate/test/interfaces/Path/isPath/empty.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/isPath/full.tsx	packages/slate/test/interfaces/Path/isPath/full.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/isPath/mixed.tsx	packages/slate/test/interfaces/Path/isPath/mixed.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/isPath/strings.tsx	packages/slate/test/interfaces/Path/isPath/strings.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/isSibling/above.tsx	packages/slate/test/interfaces/Path/isSibling/above.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/isSibling/after-sibling.tsx	packages/slate/test/interfaces/Path/isSibling/after-sibling.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/isSibling/after.tsx	packages/slate/test/interfaces/Path/isSibling/after.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/isSibling/before-sibling.tsx	packages/slate/test/interfaces/Path/isSibling/before-sibling.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/isSibling/before.tsx	packages/slate/test/interfaces/Path/isSibling/before.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate/test/interfaces/Path/isSibling/below.tsx	packages/slate/test/interfaces/Path/isSibling/below.tsx	package source/test/config moved to final @platejs package
