package	file	score	line_cov_pct	uncovered_lines	source_lines	status	reasons
selection	packages/selection/src/internal/SelectionArea.ts	9	39.40	406	929	candidate	runtime source, deterministic logic, large surface, low coverage
selection	packages/selection/src/lib/isSelecting.ts	7	22.22	7	12	candidate	runtime source, deterministic logic, low coverage
selection	packages/selection/src/internal/utils/events.ts	6	94.29	2	85	candidate	runtime source, deterministic logic, medium surface
selection	packages/selection/src/lib/getAboveDomNode.ts	6	50.00	2	6	candidate	runtime source, deterministic logic, partial coverage
selection	packages/selection/src/internal/EventEmitter.ts	5	100.00	0	43	candidate	runtime source, deterministic logic
selection	packages/selection/src/internal/utils/constants.ts	5	100.00	0	8	candidate	runtime source, deterministic logic
selection	packages/selection/src/internal/utils/css.ts	5	100.00	0	27	candidate	runtime source, deterministic logic
selection	packages/selection/src/internal/utils/frames.ts	5	100.00	0	32	candidate	runtime source, deterministic logic
selection	packages/selection/src/internal/utils/intersects.ts	5	100.00	0	23	candidate	runtime source, deterministic logic
selection	packages/selection/src/internal/utils/selectAll.ts	5	100.00	0	36	candidate	runtime source, deterministic logic
selection	packages/selection/src/internal/utils/shouldTrigger.ts	5	87.10	4	53	candidate	runtime source, deterministic logic
selection	packages/selection/src/lib/extractSelectableIds.ts	5	83.33	1	8	candidate	runtime source, deterministic logic
selection	packages/selection/src/index.ts	0	100.00	0	6	excluded-barrel	barrel export
selection	packages/selection/src/internal/index.ts	0	100.00	0	5	excluded-barrel	barrel export
selection	packages/selection/src/internal/transforms/selectBlocks.ts	0	100.00	0	29	excluded-react	react-bound
selection	packages/selection/src/internal/types.ts	0	0.00	116	116	excluded-type	type-only
selection	packages/selection/src/internal/utils/index.ts	0	100.00	0	8	excluded-barrel	barrel export
selection	packages/selection/src/lib/index.ts	0	100.00	0	8	excluded-barrel	barrel export
selection	packages/selection/src/react/BlockMenuPlugin.tsx	0	54.90	23	88	excluded-react	react-bound
selection	packages/selection/src/react/BlockSelectionPlugin.tsx	0	44.51	182	500	excluded-react	react-bound
selection	packages/selection/src/react/components/BlockSelectionAfterEditable.tsx	0	2.88	270	295	excluded-react	react-bound
selection	packages/selection/src/react/components/index.ts	0	100.00	0	6	excluded-react	react-bound
selection	packages/selection/src/react/CursorOverlayPlugin.tsx	0	17.89	78	131	excluded-react	react-bound
selection	packages/selection/src/react/hooks/index.ts	0	100.00	0	13	excluded-react	react-bound
selection	packages/selection/src/react/hooks/useBlockSelectable.ts	0	5.81	81	103	excluded-react	react-bound
selection	packages/selection/src/react/hooks/useBlockSelected.ts	0	25.00	9	16	excluded-react	react-bound
selection	packages/selection/src/react/hooks/useBlockSelectionNodes.ts	0	17.86	23	40	excluded-react	react-bound
selection	packages/selection/src/react/hooks/useCursorOverlay.ts	0	7.94	116	156	excluded-react	react-bound
selection	packages/selection/src/react/hooks/useIsSelecting.ts	0	31.25	11	25	excluded-react	react-bound
selection	packages/selection/src/react/hooks/useRefreshOnResize.ts	0	9.09	30	47	excluded-react	react-bound
selection	packages/selection/src/react/hooks/useRequestReRender.ts	0	4.76	40	45	excluded-react	react-bound
selection	packages/selection/src/react/hooks/useSelectionArea.ts	0	3.68	183	195	excluded-react	react-bound
selection	packages/selection/src/react/index.ts	0	100.00	0	14	excluded-react	react-bound
selection	packages/selection/src/react/internal/api/moveSelection.ts	0	100.00	0	50	excluded-react	react-bound
selection	packages/selection/src/react/internal/api/setSelectedIds.ts	0	100.00	0	87	excluded-react	react-bound
selection	packages/selection/src/react/internal/api/shiftSelection.ts	0	97.14	2	121	excluded-react	react-bound
selection	packages/selection/src/react/queries/getCaretPosition.ts	0	11.11	16	26	excluded-react	react-bound
selection	packages/selection/src/react/queries/getCursorOverlayState.ts	0	11.54	23	34	excluded-react	react-bound
selection	packages/selection/src/react/queries/getSelectionRects.ts	0	2.74	71	78	excluded-react	react-bound
selection	packages/selection/src/react/queries/index.ts	0	100.00	0	8	excluded-react	react-bound
selection	packages/selection/src/react/transforms/duplicateBlockSelectionNodes.ts	0	11.11	24	33	excluded-react	react-bound
selection	packages/selection/src/react/transforms/index.ts	0	100.00	0	10	excluded-react	react-bound
selection	packages/selection/src/react/transforms/insertBlocksAndSelect.ts	0	10.34	26	35	excluded-react	react-bound
selection	packages/selection/src/react/transforms/removeBlockSelectionNodes.ts	0	18.18	9	16	excluded-react	react-bound
selection	packages/selection/src/react/transforms/selectBlockSelectionNodes.ts	0	25.00	6	13	excluded-react	react-bound
selection	packages/selection/src/react/transforms/setBlockSelectionNodes.ts	0	7.84	47	61	excluded-react	react-bound
selection	packages/selection/src/react/types.ts	0	0.00	0	34	excluded-react	react-bound
selection	packages/selection/src/react/utils/copySelectedBlocks.ts	0	100.00	0	82	excluded-react	react-bound
selection	packages/selection/src/react/utils/index.ts	0	100.00	0	8	excluded-react	react-bound
selection	packages/selection/src/react/utils/pasteSelectedBlocks.ts	0	14.29	24	32	excluded-react	react-bound
selection	packages/selection/src/react/utils/selectInsertedBlocks.ts	0	16.67	15	23	excluded-react	react-bound
playwright	packages/playwright/src/getDOMNodeByPath.ts	4	0.00	28	28	candidate	runtime source, deterministic logic, package penalty -5, zero runtime coverage
playwright	packages/playwright/src/getEditable.ts	4	0.00	5	5	candidate	runtime source, deterministic logic, package penalty -5, zero runtime coverage
playwright	packages/playwright/src/getNodeByPath.ts	4	0.00	25	25	candidate	runtime source, deterministic logic, package penalty -5, zero runtime coverage
playwright	packages/playwright/src/getSelection.ts	4	0.00	11	11	candidate	runtime source, deterministic logic, package penalty -5, zero runtime coverage
playwright	packages/playwright/src/getTypeAtPath.ts	4	0.00	22	22	candidate	runtime source, deterministic logic, package penalty -5, zero runtime coverage
playwright	packages/playwright/src/internal/getAdapter.ts	4	0.00	19	19	candidate	runtime source, deterministic logic, package penalty -5, zero runtime coverage
playwright	packages/playwright/src/setSelection.ts	4	0.00	22	22	candidate	runtime source, deterministic logic, package penalty -5, zero runtime coverage
playwright	packages/playwright/src/clickAtPath.ts	2	0.00	14	14	candidate	runtime source, package penalty -5, zero runtime coverage
playwright	packages/playwright/src/getEditorHandle.ts	0	0.00	61	61	excluded-react	react-bound
playwright	packages/playwright/src/index.ts	0	0.00	16	16	excluded-barrel	barrel export
playwright	packages/playwright/src/internal/globals.d.ts	0	0.00	9	9	excluded-type	type-only
playwright	packages/playwright/src/PlaywrightPlugin.ts	0	0.00	10	10	excluded-react	react-bound
playwright	packages/playwright/src/types.ts	0	0.00	11	11	excluded-react	react-bound
playwright	packages/playwright/src/usePlaywrightAdapter.tsx	0	0.00	30	30	excluded-react	react-bound
tag	packages/tag/src/lib/BaseTagPlugin.ts	10	0.00	32	32	candidate	runtime source, deterministic logic, plugin contract, zero runtime coverage
tag	packages/tag/src/lib/isEqualTags.ts	7	0.00	49	49	candidate	runtime source, zero runtime coverage
tag	packages/tag/src/index.ts	0	0.00	6	6	excluded-barrel	barrel export
tag	packages/tag/src/lib/index.ts	0	0.00	7	7	excluded-barrel	barrel export
tag	packages/tag/src/react/index.ts	0	0.00	9	9	excluded-react	react-bound
tag	packages/tag/src/react/TagPlugin.tsx	0	0.00	104	104	excluded-react	react-bound
tag	packages/tag/src/react/useSelectableItems.ts	0	0.00	76	76	excluded-react	react-bound
tag	packages/tag/src/react/useSelectedItems.ts	0	0.00	30	30	excluded-react	react-bound
tag	packages/tag/src/react/useSelectEditorCombobox.ts	0	0.00	46	46	excluded-react	react-bound
core	packages/core/src/internal/utils/callOrReturn.ts	9	0.00	19	19	candidate	runtime source, deterministic logic, zero runtime coverage
core	packages/core/src/internal/utils/mergeDeep.ts	9	0.00	33	33	candidate	runtime source, deterministic logic, zero runtime coverage
core	packages/core/src/lib/plugins/affinity/AffinityPlugin.ts	8	99.24	1	203	candidate	runtime source, deterministic logic, plugin contract, large surface, already mostly covered
core	packages/core/src/lib/plugins/dom/withScrolling.ts	8	16.67	20	39	candidate	runtime source, deterministic logic, very low coverage
core	packages/core/src/lib/plugins/node-id/NodeIdPlugin.ts	8	98.31	2	239	candidate	runtime source, deterministic logic, plugin contract, large surface, already mostly covered
core	packages/core/src/static/deserialize/htmlStringToEditorDOM.ts	8	16.67	5	14	candidate	runtime source, deterministic logic, very low coverage
core	packages/core/src/static/internal/getPlainText.tsx	8	17.24	24	43	candidate	runtime source, deterministic logic, very low coverage
core	packages/core/src/static/utils/getSelectedDomFragment.tsx	8	13.89	31	51	candidate	runtime source, deterministic logic, very low coverage
core	packages/core/src/internal/plugin/pipeInjectNodeProps.tsx	7	28.21	28	50	candidate	runtime source, deterministic logic, low coverage
core	packages/core/src/lib/editor/withSlate.ts	7	95.42	6	416	candidate	runtime source, deterministic logic, large surface
core	packages/core/src/lib/plugin/getSlatePlugin.ts	7	100.00	0	67	candidate	runtime source, deterministic logic, plugin contract, medium surface, already mostly covered
core	packages/core/src/lib/plugins/dom/DOMPlugin.ts	7	68.75	20	119	candidate	runtime source, plugin contract, medium surface, partial coverage
core	packages/core/src/lib/plugins/html/utils/pluginDeserializeHtml.ts	7	97.50	4	222	candidate	runtime source, deterministic logic, large surface
core	packages/core/src/lib/plugins/node-id/withNodeId.ts	7	100.00	0	194	candidate	runtime source, deterministic logic, large surface
core	packages/core/src/lib/plugins/ParserPlugin.ts	7	100.00	0	90	candidate	runtime source, deterministic logic, plugin contract, medium surface, already mostly covered
core	packages/core/src/internal/plugin/resolvePlugin.ts	6	88.06	8	110	candidate	runtime source, plugin contract, medium surface
core	packages/core/src/lib/plugin/createSlatePlugin.ts	6	96.86	6	359	candidate	runtime source, plugin contract, large surface, already mostly covered
core	packages/core/src/lib/plugin/getEditorPlugin.ts	6	100.00	0	31	candidate	runtime source, deterministic logic, plugin contract, already mostly covered
core	packages/core/src/lib/plugins/affinity/queries/getEdgeNodes.ts	6	100.00	0	74	candidate	runtime source, deterministic logic, medium surface
core	packages/core/src/lib/plugins/chunking/ChunkingPlugin.ts	6	100.00	0	43	candidate	runtime source, deterministic logic, plugin contract, already mostly covered
core	packages/core/src/lib/plugins/debug/DebugPlugin.ts	6	94.34	3	77	candidate	runtime source, plugin contract, medium surface
core	packages/core/src/lib/plugins/getCorePlugins.ts	6	100.00	0	136	candidate	runtime source, deterministic logic, medium surface
core	packages/core/src/lib/plugins/HistoryPlugin.ts	6	100.00	0	15	candidate	runtime source, deterministic logic, plugin contract, already mostly covered
core	packages/core/src/lib/plugins/html/HtmlPlugin.ts	6	100.00	0	28	candidate	runtime source, deterministic logic, plugin contract, already mostly covered
core	packages/core/src/lib/plugins/html/utils/cleanHtmlTextNodes.ts	6	94.12	3	71	candidate	runtime source, deterministic logic, medium surface
core	packages/core/src/lib/plugins/html/utils/collapse-white-space/collapseWhiteSpaceText.ts	6	100.00	0	77	candidate	runtime source, deterministic logic, medium surface
core	packages/core/src/lib/plugins/html/utils/collapse-white-space/inferWhiteSpaceRule.ts	6	79.17	5	32	candidate	runtime source, deterministic logic, partial coverage
core	packages/core/src/lib/plugins/html/utils/copyBlockMarksToSpanChild.ts	6	100.00	0	64	candidate	runtime source, deterministic logic, medium surface
core	packages/core/src/lib/plugins/html/utils/deserializeHtmlNode.ts	6	94.37	4	120	candidate	runtime source, deterministic logic, medium surface
core	packages/core/src/lib/plugins/html/utils/getDataNodeProps.ts	6	100.00	0	81	candidate	runtime source, deterministic logic, medium surface
core	packages/core/src/lib/plugins/html/utils/inlineTagNames.ts	6	100.00	0	110	candidate	runtime source, deterministic logic, medium surface
core	packages/core/src/lib/plugins/override/withBreakRules.ts	6	95.93	5	152	candidate	runtime source, deterministic logic, medium surface
core	packages/core/src/lib/plugins/override/withDeleteRules.ts	6	100.00	0	129	candidate	runtime source, deterministic logic, medium surface
core	packages/core/src/lib/plugins/override/withMergeRules.ts	6	95.61	5	156	candidate	runtime source, deterministic logic, medium surface
core	packages/core/src/lib/plugins/override/withNormalizeRules.ts	6	100.00	0	67	candidate	runtime source, deterministic logic, medium surface
core	packages/core/src/lib/plugins/slate-extension/SlateExtensionPlugin.ts	6	98.41	2	210	candidate	runtime source, plugin contract, large surface, already mostly covered
core	packages/core/src/lib/plugins/slate-extension/transforms/init.ts	6	100.00	0	78	candidate	runtime source, deterministic logic, medium surface
core	packages/core/src/lib/plugins/slate-extension/transforms/insertExitBreak.ts	6	100.00	0	68	candidate	runtime source, deterministic logic, medium surface
core	packages/core/src/lib/utils/getInjectMatch.ts	6	100.00	0	62	candidate	runtime source, deterministic logic, medium surface
core	packages/core/src/lib/utils/getPluginNodeProps.ts	6	97.14	1	63	candidate	runtime source, deterministic logic, medium surface
core	packages/core/src/lib/utils/hotkeys.ts	6	100.00	0	128	candidate	runtime source, deterministic logic, medium surface
core	packages/core/src/lib/utils/normalizeDescendantsToDocumentFragment.ts	6	100.00	0	134	candidate	runtime source, deterministic logic, medium surface
core	packages/core/src/static/plugins/ViewPlugin.ts	6	73.08	7	37	candidate	runtime source, plugin contract, partial coverage
core	packages/core/src/static/utils/getNodeDataAttributes.ts	6	93.88	3	73	candidate	runtime source, deterministic logic, medium surface
core	packages/core/src/static/utils/getRenderNodeStaticProps.ts	6	97.62	1	70	candidate	runtime source, deterministic logic, medium surface
core	packages/core/src/static/utils/pipeDecorate.ts	6	78.57	6	50	candidate	runtime source, deterministic logic, partial coverage
core	packages/core/src/internal/plugin/pipeInsertFragment.ts	5	100.00	0	28	candidate	runtime source, deterministic logic
core	packages/core/src/internal/plugin/pipeNormalizeInitialValue.ts	5	93.75	1	27	candidate	runtime source, deterministic logic
core	packages/core/src/internal/plugin/pipeTransformData.ts	5	100.00	0	27	candidate	runtime source, deterministic logic
core	packages/core/src/internal/plugin/pipeTransformFragment.ts	5	100.00	0	29	candidate	runtime source, deterministic logic
core	packages/core/src/internal/plugin/resolvePlugins.ts	5	96.35	13	514	candidate	runtime source, large surface
core	packages/core/src/internal/utils/isFunction.ts	5	100.00	0	4	candidate	runtime source, deterministic logic
core	packages/core/src/internal/utils/mergePlugins.ts	5	100.00	0	22	candidate	runtime source, deterministic logic
core	packages/core/src/lib/plugins/affinity/queries/getMarkBoundaryAffinity.ts	5	100.00	0	58	candidate	runtime source, deterministic logic
core	packages/core/src/lib/plugins/affinity/queries/isNodeAffinity.ts	5	100.00	0	34	candidate	runtime source, deterministic logic
core	packages/core/src/lib/plugins/affinity/transforms/setAffinitySelection.ts	5	92.31	3	59	candidate	runtime source, deterministic logic
core	packages/core/src/lib/plugins/chunking/withChunking.ts	5	100.00	0	15	candidate	runtime source, deterministic logic
core	packages/core/src/lib/plugins/html/constants.ts	5	100.00	0	12	candidate	runtime source, deterministic logic
core	packages/core/src/lib/plugins/html/utils/cleanHtmlBrElements.ts	5	100.00	0	20	candidate	runtime source, deterministic logic
core	packages/core/src/lib/plugins/html/utils/cleanHtmlCrLf.ts	5	100.00	0	4	candidate	runtime source, deterministic logic
core	packages/core/src/lib/plugins/html/utils/cleanHtmlEmptyElements.ts	5	100.00	0	28	candidate	runtime source, deterministic logic
core	packages/core/src/lib/plugins/html/utils/cleanHtmlFontElements.ts	5	91.67	1	21	candidate	runtime source, deterministic logic
core	packages/core/src/lib/plugins/html/utils/cleanHtmlLinkElements.ts	5	100.00	0	28	candidate	runtime source, deterministic logic
core	packages/core/src/lib/plugins/html/utils/collapse-white-space/collapseString.ts	5	100.00	0	47	candidate	runtime source, deterministic logic
core	packages/core/src/lib/plugins/html/utils/collapse-white-space/collapseWhiteSpace.ts	5	100.00	0	19	candidate	runtime source, deterministic logic
core	packages/core/src/lib/plugins/html/utils/collapse-white-space/collapseWhiteSpaceChildren.ts	5	100.00	0	15	candidate	runtime source, deterministic logic
core	packages/core/src/lib/plugins/html/utils/collapse-white-space/collapseWhiteSpaceElement.ts	5	100.00	0	38	candidate	runtime source, deterministic logic
core	packages/core/src/lib/plugins/html/utils/collapse-white-space/collapseWhiteSpaceNode.ts	5	100.00	0	26	candidate	runtime source, deterministic logic
core	packages/core/src/lib/plugins/html/utils/collapse-white-space/isLastNonEmptyTextOfInlineFormattingContext.ts	5	100.00	0	39	candidate	runtime source, deterministic logic
core	packages/core/src/lib/plugins/html/utils/collapse-white-space/stateTransforms.ts	5	100.00	0	19	candidate	runtime source, deterministic logic
core	packages/core/src/lib/plugins/html/utils/deserializeHtml.ts	5	100.00	0	40	candidate	runtime source, deterministic logic
core	packages/core/src/lib/plugins/html/utils/deserializeHtmlElement.ts	5	100.00	0	11	candidate	runtime source, deterministic logic
core	packages/core/src/lib/plugins/html/utils/deserializeHtmlNodeChildren.ts	5	100.00	0	27	candidate	runtime source, deterministic logic
core	packages/core/src/lib/plugins/html/utils/findHtmlElement.ts	5	100.00	0	32	candidate	runtime source, deterministic logic
core	packages/core/src/lib/plugins/html/utils/getHtmlComments.ts	5	100.00	0	20	candidate	runtime source, deterministic logic
core	packages/core/src/lib/plugins/html/utils/htmlBodyToFragment.ts	5	100.00	0	22	candidate	runtime source, deterministic logic
core	packages/core/src/lib/plugins/html/utils/htmlBrToNewLine.ts	5	100.00	0	7	candidate	runtime source, deterministic logic
core	packages/core/src/lib/plugins/html/utils/htmlElementToElement.ts	5	100.00	0	33	candidate	runtime source, deterministic logic
core	packages/core/src/lib/plugins/html/utils/htmlElementToLeaf.ts	5	100.00	0	55	candidate	runtime source, deterministic logic
core	packages/core/src/lib/plugins/html/utils/htmlStringToDOMNode.ts	5	100.00	0	8	candidate	runtime source, deterministic logic
core	packages/core/src/lib/plugins/html/utils/htmlTextNodeToString.ts	5	100.00	0	11	candidate	runtime source, deterministic logic
core	packages/core/src/lib/plugins/html/utils/isHtmlBlockElement.ts	5	100.00	0	11	candidate	runtime source, deterministic logic
core	packages/core/src/lib/plugins/html/utils/isHtmlComment.ts	5	100.00	0	3	candidate	runtime source, deterministic logic
core	packages/core/src/lib/plugins/html/utils/isHtmlElement.ts	5	100.00	0	3	candidate	runtime source, deterministic logic
core	packages/core/src/lib/plugins/html/utils/isHtmlFragmentHref.ts	5	100.00	0	4	candidate	runtime source, deterministic logic
core	packages/core/src/lib/plugins/html/utils/isHtmlInlineElement.ts	5	87.50	3	44	candidate	runtime source, deterministic logic
core	packages/core/src/lib/plugins/html/utils/isHtmlTable.ts	5	100.00	0	2	candidate	runtime source, deterministic logic
core	packages/core/src/lib/plugins/html/utils/isHtmlText.ts	5	100.00	0	3	candidate	runtime source, deterministic logic
core	packages/core/src/lib/plugins/html/utils/isOlSymbol.ts	5	100.00	0	5	candidate	runtime source, deterministic logic
core	packages/core/src/lib/plugins/html/utils/parseHtmlDocument.ts	5	100.00	0	3	candidate	runtime source, deterministic logic
core	packages/core/src/lib/plugins/html/utils/parseHtmlElement.ts	5	100.00	0	8	candidate	runtime source, deterministic logic
core	packages/core/src/lib/plugins/html/utils/pipeDeserializeHtmlElement.ts	5	100.00	0	22	candidate	runtime source, deterministic logic
core	packages/core/src/lib/plugins/html/utils/pipeDeserializeHtmlLeaf.ts	5	100.00	0	26	candidate	runtime source, deterministic logic
core	packages/core/src/lib/plugins/html/utils/postCleanHtml.ts	5	100.00	0	11	candidate	runtime source, deterministic logic
core	packages/core/src/lib/plugins/html/utils/preCleanHtml.ts	5	100.00	0	9	candidate	runtime source, deterministic logic
core	packages/core/src/lib/plugins/html/utils/removeHtmlNodesBetweenComments.ts	5	100.00	0	33	candidate	runtime source, deterministic logic
core	packages/core/src/lib/plugins/html/utils/removeHtmlSurroundings.ts	5	100.00	0	26	candidate	runtime source, deterministic logic
core	packages/core/src/lib/plugins/html/utils/replaceTagName.ts	5	100.00	0	24	candidate	runtime source, deterministic logic
core	packages/core/src/lib/plugins/html/utils/traverseHtmlComments.ts	5	100.00	0	19	candidate	runtime source, deterministic logic
core	packages/core/src/lib/plugins/html/utils/traverseHtmlElements.ts	5	100.00	0	24	candidate	runtime source, deterministic logic
core	packages/core/src/lib/plugins/html/utils/traverseHtmlNode.ts	5	100.00	0	57	candidate	runtime source, deterministic logic
core	packages/core/src/lib/plugins/html/utils/traverseHtmlTexts.ts	5	100.00	0	15	candidate	runtime source, deterministic logic
core	packages/core/src/lib/plugins/html/utils/unwrapHtmlElement.ts	5	100.00	0	5	candidate	runtime source, deterministic logic
core	packages/core/src/lib/plugins/override/OverridePlugin.ts	5	100.00	0	63	candidate	runtime source, plugin contract, medium surface, already mostly covered
core	packages/core/src/lib/plugins/slate-extension/transforms/resetBlock.ts	5	100.00	0	36	candidate	runtime source, deterministic logic
core	packages/core/src/lib/plugins/slate-extension/transforms/setValue.ts	5	100.00	0	24	candidate	runtime source, deterministic logic
core	packages/core/src/lib/utils/applyDeepToNodes.ts	5	100.00	0	55	candidate	runtime source, deterministic logic
core	packages/core/src/lib/utils/checkUtils.ts	5	84.00	4	35	candidate	runtime source, deterministic logic
core	packages/core/src/lib/utils/defaultsDeepToNodes.ts	5	100.00	0	16	candidate	runtime source, deterministic logic
core	packages/core/src/lib/utils/getInjectedPlugins.ts	5	100.00	0	22	candidate	runtime source, deterministic logic
core	packages/core/src/lib/utils/getNodeDataAttributeKeys.ts	5	100.00	0	15	candidate	runtime source, deterministic logic
core	packages/core/src/lib/utils/getSlateClass.ts	5	100.00	0	3	candidate	runtime source, deterministic logic
core	packages/core/src/lib/utils/isType.ts	5	100.00	0	20	candidate	runtime source, deterministic logic
core	packages/core/src/lib/utils/mergeDeepToNodes.ts	5	100.00	0	16	candidate	runtime source, deterministic logic
core	packages/core/src/lib/utils/omitPluginContext.ts	5	100.00	0	21	candidate	runtime source, deterministic logic
core	packages/core/src/lib/utils/overridePluginsByKey.ts	5	100.00	0	52	candidate	runtime source, deterministic logic
core	packages/core/src/lib/utils/pipeInsertDataQuery.ts	5	100.00	0	24	candidate	runtime source, deterministic logic
core	packages/core/src/lib/utils/pipeOnNodeChange.ts	5	96.30	1	41	candidate	runtime source, deterministic logic
core	packages/core/src/lib/utils/pipeOnTextChange.ts	5	96.55	1	44	candidate	runtime source, deterministic logic
core	packages/core/src/static/editor/withStatic.tsx	5	100.00	0	46	candidate	runtime source, deterministic logic
core	packages/core/src/static/plugins/getStaticPlugins.ts	5	100.00	0	8	candidate	runtime source, deterministic logic
core	packages/core/src/static/utils/getSelectedDomBlocks.ts	5	100.00	0	17	candidate	runtime source, deterministic logic
core	packages/core/src/static/utils/getSelectedDomNode.ts	5	100.00	0	14	candidate	runtime source, deterministic logic
core	packages/core/src/static/utils/isSelectOutside.ts	5	100.00	0	13	candidate	runtime source, deterministic logic
core	packages/core/src/static/utils/stripHtmlClassNames.ts	5	100.00	0	33	candidate	runtime source, deterministic logic
core	packages/core/src/static/utils/stripSlateDataAttributes.ts	5	100.00	0	6	candidate	runtime source, deterministic logic
core	packages/core/src/internal/plugin/isEditOnlyDisabled.ts	4	78.95	4	37	candidate	runtime source, partial coverage
core	packages/core/src/internal/plugin/pluginInjectNodeProps.ts	4	100.00	0	113	candidate	runtime source, medium surface
core	packages/core/src/lib/plugins/AstPlugin.ts	4	100.00	0	25	candidate	runtime source, plugin contract, already mostly covered
core	packages/core/src/lib/plugins/length/LengthPlugin.ts	4	100.00	0	33	candidate	runtime source, plugin contract, already mostly covered
core	packages/core/src/internal/plugin/resolveCreatePluginTest.ts	3	100.00	0	36	candidate	runtime source
core	packages/core/src/lib/plugins/paragraph/BaseParagraphPlugin.ts	2	100.00	0	26	candidate	runtime source, plugin contract, already mostly covered
core	packages/core/src/index.ts	0	100.00	0	6	excluded-barrel	barrel export
core	packages/core/src/internal/hooks/usePlateInstancesWarn.ts	0	86.67	2	28	excluded-react	react-bound
core	packages/core/src/internal/types.ts	0	0.00	6	6	excluded-type	type-only
core	packages/core/src/lib/editor/index.ts	0	100.00	0	7	excluded-barrel	barrel export
core	packages/core/src/lib/editor/SlateEditor.ts	0	0.00	0	206	excluded-type	type-only
core	packages/core/src/lib/index.ts	0	100.00	0	11	excluded-barrel	barrel export
core	packages/core/src/lib/libs/index.ts	0	100.00	0	7	excluded-barrel	barrel export
core	packages/core/src/lib/libs/nanoid.ts	0	100.00	0	2	excluded-type	type-only
core	packages/core/src/lib/libs/zustand.ts	0	100.00	0	4	excluded-type	type-only
core	packages/core/src/lib/plugin/BasePlugin.ts	0	0.00	0	578	excluded-type	type-only
core	packages/core/src/lib/plugin/HandlerReturnType.ts	0	0.00	0	3	excluded-type	type-only
core	packages/core/src/lib/plugin/index.ts	0	100.00	0	11	excluded-barrel	barrel export
core	packages/core/src/lib/plugin/SlatePlugin.ts	0	0.00	0	681	excluded-type	type-only
core	packages/core/src/lib/plugins/affinity/index.ts	0	100.00	0	9	excluded-barrel	barrel export
core	packages/core/src/lib/plugins/affinity/queries/index.ts	0	100.00	0	8	excluded-barrel	barrel export
core	packages/core/src/lib/plugins/affinity/transforms/index.ts	0	100.00	0	6	excluded-barrel	barrel export
core	packages/core/src/lib/plugins/affinity/types.ts	0	0.00	0	8	excluded-type	type-only
core	packages/core/src/lib/plugins/chunking/index.ts	0	100.00	0	7	excluded-barrel	barrel export
core	packages/core/src/lib/plugins/debug/index.ts	0	100.00	0	6	excluded-barrel	barrel export
core	packages/core/src/lib/plugins/dom/index.ts	0	100.00	0	7	excluded-barrel	barrel export
core	packages/core/src/lib/plugins/html/index.ts	0	100.00	0	9	excluded-barrel	barrel export
core	packages/core/src/lib/plugins/html/types.ts	0	0.00	0	12	excluded-type	type-only
core	packages/core/src/lib/plugins/html/utils/collapse-white-space/index.ts	0	100.00	0	15	excluded-barrel	barrel export
core	packages/core/src/lib/plugins/html/utils/collapse-white-space/types.ts	0	0.00	0	14	excluded-type	type-only
core	packages/core/src/lib/plugins/html/utils/index.ts	0	100.00	0	50	excluded-barrel	barrel export
core	packages/core/src/lib/plugins/index.ts	0	100.00	0	19	excluded-barrel	barrel export
core	packages/core/src/lib/plugins/length/index.ts	0	100.00	0	6	excluded-barrel	barrel export
core	packages/core/src/lib/plugins/node-id/index.ts	0	100.00	0	7	excluded-barrel	barrel export
core	packages/core/src/lib/plugins/override/index.ts	0	100.00	0	10	excluded-barrel	barrel export
core	packages/core/src/lib/plugins/paragraph/index.ts	0	100.00	0	6	excluded-barrel	barrel export
core	packages/core/src/lib/plugins/slate-extension/index.ts	0	100.00	0	7	excluded-barrel	barrel export
core	packages/core/src/lib/plugins/slate-extension/transforms/index.ts	0	100.00	0	9	excluded-barrel	barrel export
core	packages/core/src/lib/types/EditableProps.ts	0	0.00	0	36	excluded-react	react-bound
core	packages/core/src/lib/types/index.ts	0	100.00	0	10	excluded-barrel	barrel export
core	packages/core/src/lib/types/RenderChunkProps.ts	0	0.00	0	15	excluded-react	react-bound
core	packages/core/src/lib/types/RenderElementProps.ts	0	0.00	0	22	excluded-react	react-bound
core	packages/core/src/lib/types/RenderLeafProps.ts	0	0.00	0	20	excluded-type	type-only
core	packages/core/src/lib/types/RenderTextProps.ts	0	0.00	0	22	excluded-react	react-bound
core	packages/core/src/lib/utils/index.ts	0	100.00	0	22	excluded-barrel	barrel export
core	packages/core/src/react/components/ContentVisibilityChunk.tsx	0	16.67	10	18	excluded-react	react-bound
core	packages/core/src/react/components/EditorHotkeysEffect.tsx	0	96.77	2	88	excluded-react	react-bound
core	packages/core/src/react/components/EditorMethodsEffect.ts	0	100.00	0	15	excluded-react	react-bound
core	packages/core/src/react/components/EditorRefEffect.tsx	0	54.55	15	49	excluded-react	react-bound
core	packages/core/src/react/components/index.ts	0	100.00	0	18	excluded-react	react-bound
core	packages/core/src/react/components/plate-nodes.tsx	0	88.41	8	220	excluded-react	react-bound
core	packages/core/src/react/components/Plate.tsx	0	100.00	0	98	excluded-react	react-bound
core	packages/core/src/react/components/PlateContainer.tsx	0	8.93	51	66	excluded-react	react-bound
core	packages/core/src/react/components/PlateContent.tsx	0	69.06	43	220	excluded-react	react-bound
core	packages/core/src/react/components/PlateControllerEffect.ts	0	100.00	0	93	excluded-react	react-bound
