source	categories	file	line	text
working-tree	api_dx	docs/plans/2026-06-15-slate-migration-skill.md	13	docs/plans/templates/task.md
working-tree	editor_behavior,api_dx	docs/plans/2026-06-15-slate-migration-skill.md	16	- agent-native (docs/plans/templates/packs/agent-native.md)
working-tree	api_dx	docs/plans/2026-06-15-slate-migration-skill.md	21	- title: Create `slate-migration` autonomous migration skill
working-tree	supervisor,api_dx	docs/plans/2026-06-15-slate-migration-skill.md	22	- acceptance criteria: add a `slate-migration` skill for full autonomous Slate v2/Plate migration runs; it must repair missing migration guide rows and changesets whenever gaps are found; it must use the same autogoal/supervisor/self-repair methodology as `slate-auto`; it must be suitable for migrating Plate to Slate v2; source rules must be patched, generated mirrors synced, and audits recorded.
working-tree	supervisor	docs/plans/2026-06-15-slate-migration-skill.md	24	First checkpoint:
working-tree	api_dx	docs/plans/2026-06-15-slate-migration-skill.md	25	- [x] Create a new skill named `slate-migration`.
working-tree	api_dx	docs/plans/2026-06-15-slate-migration-skill.md	27	- [x] Make the skill repair migration docs and changesets whenever a missing item is found.
working-tree	api_dx	docs/plans/2026-06-15-slate-migration-skill.md	28	- [x] Design for future Plate to Slate v2 migrations, not only the current Slate v2 docs guide.
working-tree	supervisor,maintainer	docs/plans/2026-06-15-slate-migration-skill.md	29	- [x] Use `slate-auto` methodology: autogoal-backed plan, checkpoint loop, packet ledger, changed list, review-attention list, stopping checkpoints, workflow slowdown ledger, self-repair of owning skill/rules/templates.
working-tree	api_dx,research	docs/plans/2026-06-15-slate-migration-skill.md	30	- [x] Permit full autonomous migration loops while respecting authority boundaries for commits/PRs/external credentials.
working-tree	api_dx	docs/plans/2026-06-15-slate-migration-skill.md	31	- [x] Add a dedicated migration goal template so this does not fall back to generic `task` rows.
working-tree	editor_behavior,proof	docs/plans/2026-06-15-slate-migration-skill.md	32	- [x] Verification surface: source rule audit, generated mirror audit, template audit, `pnpm install`, agent-native review decision, and `check-complete.mjs`.
working-tree	api_dx,maintainer	docs/plans/2026-06-15-slate-migration-skill.md	33	- [x] Non-goals: do not run an actual Plate migration now; do not write changesets for current docs-only skill work; do not commit or create PR.
working-tree	api_dx	docs/plans/2026-06-15-slate-migration-skill.md	36	- `.agents/rules/slate-migration.mdc` exists with trigger metadata and autonomous migration workflow.
working-tree	api_dx	docs/plans/2026-06-15-slate-migration-skill.md	37	- `.agents/skills/slate-migration/SKILL.md` is generated from that source rule after `pnpm install`.
working-tree	supervisor,api_dx,proof	docs/plans/2026-06-15-slate-migration-skill.md	38	- `docs/plans/templates/slate-migration.md` exists and can host migration/API-map/changeset/docs/test/checkpoint ledgers.
working-tree	supervisor,api_dx	docs/plans/2026-06-15-slate-migration-skill.md	40	- Source and generated mirror audits prove the skill covers migration guide repair, changeset repair, Plate to Slate v2 migration, autogoal checkpoints, self-repair, changed list, review attention, stopping checkpoints, and workflow slowdowns.
working-tree	proof	docs/plans/2026-06-15-slate-migration-skill.md	42	satisfied or explicitly narrowed, required verification evidence is recorded,
working-tree	maintainer	docs/plans/2026-06-15-slate-migration-skill.md	43	code-review and release-artifact gates are closed when applicable, tracker/PR
working-tree	supervisor,api_dx	docs/plans/2026-06-15-slate-migration-skill.md	45	`node .agents/skills/autogoal/scripts/check-complete.mjs docs/plans/2026-06-15-slate-migration-skill.md` passes.
working-tree	proof	docs/plans/2026-06-15-slate-migration-skill.md	47	Verification surface:
working-tree	api_dx	docs/plans/2026-06-15-slate-migration-skill.md	49	- `rg` source/mirror audits over `.agents/rules/slate-migration.mdc`, `.agents/skills/slate-migration/SKILL.md`, `docs/plans/templates/slate-migration.md`, and any topology references.
working-tree	editor_behavior	docs/plans/2026-06-15-slate-migration-skill.md	50	- Agent-native review pass over the new agent action surface.
working-tree	supervisor,api_dx	docs/plans/2026-06-15-slate-migration-skill.md	51	- `node .agents/skills/autogoal/scripts/check-complete.mjs docs/plans/2026-06-15-slate-migration-skill.md`.
working-tree	api_dx	docs/plans/2026-06-15-slate-migration-skill.md	58	- Do not add broad ceremony when the task is trivial or docs-only.
working-tree	supervisor	docs/plans/2026-06-15-slate-migration-skill.md	61	- Source of truth: user request, `.agents/rules/slate-auto.mdc`, `.agents/rules/changeset.mdc`, `.agents/skills/autogoal/SKILL.md`, `skill-creator`, and existing plan templates.
working-tree	vision,api_dx	docs/plans/2026-06-15-slate-migration-skill.md	62	- Allowed edit scope: `.agents/rules/slate-migration.mdc`, generated `.agents/skills/slate-migration/**` through `pnpm install`, `docs/plans/templates/slate-migration.md`, optional topology reference in `.agents/rules/vision.mdc`, this plan, and generated sync artifacts.
working-tree	editor_behavior,proof	docs/plans/2026-06-15-slate-migration-skill.md	63	- Browser surface: N/A, skill/template work only.
working-tree	maintainer	docs/plans/2026-06-15-slate-migration-skill.md	64	- Tracker sync: N/A, no issue/Linear/PR requested.
working-tree	api_dx,maintainer	docs/plans/2026-06-15-slate-migration-skill.md	65	- Non-goals: no actual Slate v2 or Plate migration implementation; no package changesets for this skill-only work; no commit/PR.
working-tree	api_dx	docs/plans/2026-06-15-slate-migration-skill.md	73	Task state:
working-tree	vision	docs/plans/2026-06-15-slate-migration-skill.md	85	- reason: source rule, template, generated mirror, AGENTS routing, north-star reference, sync, and audits are complete.
working-tree	supervisor	docs/plans/2026-06-15-slate-migration-skill.md	91	above is satisfied, final handoff evidence is recorded, and
working-tree	supervisor,api_dx	docs/plans/2026-06-15-slate-migration-skill.md	92	`node .agents/skills/autogoal/scripts/check-complete.mjs docs/plans/2026-06-15-slate-migration-skill.md` passes.
working-tree	api_dx	docs/plans/2026-06-15-slate-migration-skill.md	93	- Do not create hook state for this goal. This file plus the active goal are the
working-tree	api_dx	docs/plans/2026-06-15-slate-migration-skill.md	94	durable state.
working-tree	supervisor,api_dx,proof	docs/plans/2026-06-15-slate-migration-skill.md	99	| Prompt requirements captured before work | yes | First checkpoint rows copy the requested skill, migration-guide repair, changeset repair, Plate migration, slate-auto methodology, self-repair, sync, and verification requirements. |
working-tree	supervisor	docs/plans/2026-06-15-slate-migration-skill.md	100	| Skill analysis before edits | yes | Read `skill-creator`, `slate-auto`, `autogoal`, `changeset`, and representative source rules/templates. |
working-tree	supervisor,research	docs/plans/2026-06-15-slate-migration-skill.md	102	| Source of truth read before edits | yes | Read `.agents/rules/slate-auto.mdc`, `.agents/rules/slate-patch.mdc`, `.agents/rules/slate-research.mdc`, `.agents/rules/changeset.mdc`, and template examples. |
working-tree	maintainer	docs/plans/2026-06-15-slate-migration-skill.md	103	| Tracker comments and attachments read | N/A | No issue, tracker, or attachment was provided. |
working-tree	api_dx	docs/plans/2026-06-15-slate-migration-skill.md	105	| `docs/solutions` checked for non-trivial existing-code work | N/A | This is agent workflow creation, not existing product-code diagnosis. |
working-tree	maintainer	docs/plans/2026-06-15-slate-migration-skill.md	107	| Branch decision for code-changing task | N/A | User did not ask for branch/commit/PR; no branch hygiene check per repo instruction. |
working-tree	editor_behavior,proof	docs/plans/2026-06-15-slate-migration-skill.md	109	| Browser tool decision for browser surface | N/A | No browser surface changed. |
working-tree	maintainer	docs/plans/2026-06-15-slate-migration-skill.md	110	| PR expectation decision | N/A | No PR requested. |
working-tree	editor_behavior	docs/plans/2026-06-15-slate-migration-skill.md	113	| Agent-native pack selected | yes | `.agents/**` skill source and generated mirror work. |
working-tree	api_dx	docs/plans/2026-06-15-slate-migration-skill.md	114	| Agent-facing action surface identified | yes | New `slate-migration` skill for autonomous migration runs. |
working-tree	editor_behavior	docs/plans/2026-06-15-slate-migration-skill.md	116	| `agent-native-reviewer` loaded or waiver recorded | yes | `.agents/skills/agent-native-reviewer/SKILL.md` read before patch. |
working-tree	supervisor	docs/plans/2026-06-15-slate-migration-skill.md	119	- [x] First checkpoint complete: every explicit prompt requirement, scope
working-tree	supervisor	docs/plans/2026-06-15-slate-migration-skill.md	120	boundary, timing constraint, stop condition, deliverable, final handoff
working-tree	proof	docs/plans/2026-06-15-slate-migration-skill.md	121	section, verification surface, and success criterion is copied into this
working-tree	proof	docs/plans/2026-06-15-slate-migration-skill.md	123	- [x] Short objective plus outcome, completion threshold, verification surface,
working-tree	editor_behavior,proof	docs/plans/2026-06-15-slate-migration-skill.md	126	acceptance criteria, caveats, likely files/routes/packages, browser
working-tree	api_dx	docs/plans/2026-06-15-slate-migration-skill.md	127	surface, and root-cause layer.
working-tree	supervisor	docs/plans/2026-06-15-slate-migration-skill.md	135	- [x] Final handoff shape decided: bug/feature/testing/batch/review/tracker
working-tree	maintainer	docs/plans/2026-06-15-slate-migration-skill.md	136	requirements, PR body sync, and issue/Linear sync when applicable.
working-tree	proof	docs/plans/2026-06-15-slate-migration-skill.md	141	- [x] Workspace authority recorded: every proof command names the cwd/tool that
working-tree	api_dx	docs/plans/2026-06-15-slate-migration-skill.md	143	- [x] High-risk note recorded for public API, runtime, package-boundary,
working-tree	editor_behavior,proof	docs/plans/2026-06-15-slate-migration-skill.md	144	browser behavior, agent-action, or command-contract changes, or marked
working-tree	api_dx	docs/plans/2026-06-15-slate-migration-skill.md	146	- [x] Review/autoreview target selected from actual diff state for non-trivial
working-tree	editor_behavior	docs/plans/2026-06-15-slate-migration-skill.md	148	- [x] Agent-native review decision recorded for `.agents/**`, `.claude/**`,
working-tree	editor_behavior	docs/plans/2026-06-15-slate-migration-skill.md	153	- [x] Agent-native pack: source-of-truth rule files are edited instead of generated skill mirrors.
working-tree	editor_behavior	docs/plans/2026-06-15-slate-migration-skill.md	154	- [x] Agent-native pack: the changed agent action is discoverable from the skill/rule text.
working-tree	editor_behavior	docs/plans/2026-06-15-slate-migration-skill.md	155	- [x] Agent-native pack: generated mirrors are synced when `.agents/rules/**` changed, or N/A reason is recorded.
working-tree	editor_behavior	docs/plans/2026-06-15-slate-migration-skill.md	156	- [x] Agent-native pack: accepted agent-native review findings are fixed or explicitly rejected with reason.
working-tree	editor_behavior,proof	docs/plans/2026-06-15-slate-migration-skill.md	161	| Named verification threshold | yes | Run the command, proof, source audit, or artifact check named in this plan | `pnpm install`, source/mirror/template audits, and agent-native source parity audit passed. |
working-tree	proof	docs/plans/2026-06-15-slate-migration-skill.md	162	| Bug reproduced before fix | N/A | Record failing test/repro or N/A with reason | No bug fix; new skill/template creation only. |
working-tree	proof	docs/plans/2026-06-15-slate-migration-skill.md	163	| Targeted behavior verification | N/A | Run focused test/proof for changed behavior or record N/A | No runtime behavior changed. |
working-tree	api_dx,proof	docs/plans/2026-06-15-slate-migration-skill.md	165	| Package exports or file layout changed | N/A | Run `pnpm brl` before final verification and keep generated barrel updates | No package exports or public file layout changed. |
working-tree	api_dx,proof	docs/plans/2026-06-15-slate-migration-skill.md	167	| Agent rules or skills changed | yes | Run `pnpm install` and verify generated skill sync | `pnpm install` passed; `.agents/skills/slate-migration/SKILL.md` generated from `.agents/rules/slate-migration.mdc`. |
working-tree	proof	docs/plans/2026-06-15-slate-migration-skill.md	168	| Workspace authority proof | yes | Run verification in the owning repo/package/app/route/tool and record cwd; do not count the wrong workspace as proof | All audits ran from `/Users/zbeyens/git/plate-2`, the owner of `.agents` and plan templates. |
working-tree	editor_behavior,proof	docs/plans/2026-06-15-slate-migration-skill.md	169	| Browser surface changed | N/A | Capture Browser Use proof or record explicit waiver/blocker | No app/browser surface changed. |
working-tree	editor_behavior,proof	docs/plans/2026-06-15-slate-migration-skill.md	170	| Browser final proof | N/A | Attach screenshot or exact browser verification caveat when browser proof applies | No browser proof applies. |
working-tree	api_dx	docs/plans/2026-06-15-slate-migration-skill.md	172	| Package behavior or public API changed | N/A | Add a changeset or record why no changeset applies | Skill/template-only work; no package behavior or API change. |
working-tree	api_dx	docs/plans/2026-06-15-slate-migration-skill.md	173	| Registry-only component work changed | N/A | Update `docs/components/changelog.mdx` or record N/A | No registry component work. |
working-tree	api_dx,proof	docs/plans/2026-06-15-slate-migration-skill.md	174	| Docs or content changed | yes | For docs-heavy work, use `--template docs`; for incidental docs, verify source-backed claims, links, examples, and rendered output or record N/A | Plan template and AGENTS docs changed; source audit passed, no docs renderer route applies. |
working-tree	editor_behavior,api_dx,proof	docs/plans/2026-06-15-slate-migration-skill.md	175	| High-risk mini gate | yes | For public API/runtime/package-boundary/browser/agent-action/command-contract changes, record realistic failure mode, proof plan, and why the chosen boundary is right; otherwise N/A | Risk: future agents miss migration guide/changeset repair; boundary fixed by source rule plus template plus AGENTS routing. |
working-tree	vision,editor_behavior	docs/plans/2026-06-15-slate-migration-skill.md	176	| Agent-native review for agent/tooling changes | yes | For `.agents/**`, `.claude/**`, `.codex/**`, skills, hooks, commands, prompts, or user-action tooling, load `.agents/skills/agent-native-reviewer/SKILL.md` and close accepted/actionable findings, or record N/A | Loaded reviewer; source parity audit passed for discoverability, source ownership, generated mirror, template, and north-star reference. |
working-tree	editor_behavior,api_dx,maintainer	docs/plans/2026-06-15-slate-migration-skill.md	178	| Autoreview for non-trivial implementation changes | N/A | Load `.agents/skills/autoreview/SKILL.md`; use dirty local `--mode local`, branch/PR `--mode branch --base <base>`, or committed slice `--mode commit --commit <ref>` until no accepted/actionable findings, or record N/A for docs-only/trivial/no local patch | No runtime implementation diff; agent-native source parity audit used instead. |
working-tree	supervisor,maintainer	docs/plans/2026-06-15-slate-migration-skill.md	179	| PR create or update | N/A | Run `check` before PR work and sync PR body to the task-style final handoff | No PR requested. |
working-tree	editor_behavior,maintainer,proof	docs/plans/2026-06-15-slate-migration-skill.md	180	| Task-style PR body verified | N/A | Verify the PR body with `gh pr view --json body`; it must preserve auto-release blocks when applicable, must not include a current-PR self-link, and must use the kitcn PR #270 emoji format: `🐛 Fixes ...`, `🟢 95-100% confidence`, `Phase / 🧪 Tests / 🌐 Browser` table, and bold emoji Outcome/Caveat/Design/Verified sections | No PR requested. |
working-tree	editor_behavior,research,maintainer,proof	docs/plans/2026-06-15-slate-migration-skill.md	181	| PR proof image hosting | N/A | If PR body needs browser proof, replace local image paths with hosted GitHub URLs or record N/A | No PR/browser proof image. |
working-tree	maintainer	docs/plans/2026-06-15-slate-migration-skill.md	182	| Tracker sync-back | N/A | Post concise issue/Linear sync after PR exists, or record N/A/blocker | No tracker issue. |
working-tree	supervisor,editor_behavior,maintainer,proof	docs/plans/2026-06-15-slate-migration-skill.md	183	| Final handoff contract | yes | Fill the final handoff fields below with exact PR/issue/confidence/tests/browser/outcome/caveats/design/verification content or N/A reason | Handoff fields filled in this plan. |
working-tree	proof	docs/plans/2026-06-15-slate-migration-skill.md	185	| Output budget discipline | yes | Verify no unbounded high-volume command output was streamed, or record the accidental output and recovery | Used exact `sed` slices and scoped `rg`/Node audits. |
working-tree	supervisor,api_dx	docs/plans/2026-06-15-slate-migration-skill.md	186	| Goal plan complete | yes | Run `node .agents/skills/autogoal/scripts/check-complete.mjs docs/plans/2026-06-15-slate-migration-skill.md` | Run after final evidence update. |
working-tree	proof	docs/plans/2026-06-15-slate-migration-skill.md	187	| Agent source / generated sync | yes | Run `pnpm install` when `.agents/rules/**` changed and verify generated mirrors | `pnpm install` passed twice after rule/AGENTS edits; generated mirror audit passed. |
working-tree	vision,api_dx	docs/plans/2026-06-15-slate-migration-skill.md	188	| Agent action discoverability | yes | Source-audit the skill/rule path an agent will read | `AGENTS.md`, `.agents/AGENTS.md`, source rule, generated skill, and north-star reference contain `slate-migration`. |
working-tree	editor_behavior	docs/plans/2026-06-15-slate-migration-skill.md	189	| Agent-native review | yes | Load `.agents/skills/agent-native-reviewer/SKILL.md` and close accepted findings, or record N/A | Agent-native source parity audit passed; no actionable findings. |
working-tree	supervisor,editor_behavior	docs/plans/2026-06-15-slate-migration-skill.md	194	| Intake and source read | complete | Read `autogoal`, `skill-creator`, `slate-auto`, `changeset`, source rules, templates, and agent-native reviewer | done |
working-tree	vision,api_dx	docs/plans/2026-06-15-slate-migration-skill.md	195	| Implementation | complete | Added `slate-migration` source rule, template, AGENTS routing, and north-star reference; synced generated skill | done |
working-tree	editor_behavior,proof	docs/plans/2026-06-15-slate-migration-skill.md	196	| Verification | complete | `pnpm install`, source/mirror/template audits, and agent-native source parity audit passed | done |
working-tree	maintainer	docs/plans/2026-06-15-slate-migration-skill.md	197	| PR / tracker sync | N/A | No PR/tracker requested | done |
working-tree	supervisor,editor_behavior,api_dx,proof	docs/plans/2026-06-15-slate-migration-skill.md	201	- `slate-auto` is too broad for migration closure; a dedicated skill avoids dragging perf/pagination/browser soak rows into migration guide and changeset repair.
working-tree	api_dx	docs/plans/2026-06-15-slate-migration-skill.md	202	- `changeset` already owns release-note style. `slate-migration` should invoke it instead of duplicating every rule.
working-tree	supervisor,api_dx	docs/plans/2026-06-15-slate-migration-skill.md	206	- Added a dedicated `docs/plans/templates/slate-migration.md` instead of reusing `task` or `slate-auto`.
working-tree	vision,supervisor,api_dx	docs/plans/2026-06-15-slate-migration-skill.md	207	- Added `slate-migration` to `vision` first-read owner docs so supervisor loops know this lane exists.
working-tree	api_dx	docs/plans/2026-06-15-slate-migration-skill.md	211	- Added `.agents/rules/slate-migration.mdc`.
working-tree	api_dx	docs/plans/2026-06-15-slate-migration-skill.md	212	- Added `docs/plans/templates/slate-migration.md`.
working-tree	api_dx	docs/plans/2026-06-15-slate-migration-skill.md	213	- Updated `.agents/AGENTS.md` routing and regenerated root `AGENTS.md`.
working-tree	vision	docs/plans/2026-06-15-slate-migration-skill.md	214	- Updated `.agents/rules/vision.mdc` and regenerated `.agents/skills/vision/SKILL.md`.
working-tree	api_dx	docs/plans/2026-06-15-slate-migration-skill.md	215	- Generated `.agents/skills/slate-migration/SKILL.md` via `pnpm install`.
working-tree	api_dx	docs/plans/2026-06-15-slate-migration-skill.md	223	| First mirror audit did not show `slate-migration` in repo AGENTS routing | 1 | Patch `.agents/AGENTS.md` and rerun `pnpm install` | Root `AGENTS.md` now includes `slate-migration`. |
working-tree	proof	docs/plans/2026-06-15-slate-migration-skill.md	225	Verification evidence:
working-tree	vision,supervisor,api_dx	docs/plans/2026-06-15-slate-migration-skill.md	227	- `rg` source/mirror/template audit from `/Users/zbeyens/git/plate-2`: passed for `slate-migration`, Plate-to-Slate-v2, migration-guide repair, changeset repair, self-repair, review-attention, stopping checkpoints, and north-star/AGENTS routing.
working-tree	api_dx	docs/plans/2026-06-15-slate-migration-skill.md	228	- File existence audit from `/Users/zbeyens/git/plate-2`: `.agents/rules/slate-migration.mdc`, `.agents/skills/slate-migration/SKILL.md`, and `docs/plans/templates/slate-migration.md` exist.
working-tree	vision,editor_behavior	docs/plans/2026-06-15-slate-migration-skill.md	230	- Agent-native source parity audit from `/Users/zbeyens/git/plate-2`: passed for discoverability, source ownership, generated mirror, template ledgers, AGENTS routing, and north-star reference.
working-tree	supervisor	docs/plans/2026-06-15-slate-migration-skill.md	232	Final handoff contract:
working-tree	maintainer	docs/plans/2026-06-15-slate-migration-skill.md	233	- PR line: N/A, no PR requested.
working-tree	maintainer	docs/plans/2026-06-15-slate-migration-skill.md	234	- Issue / tracker line: N/A, no tracker requested.
working-tree	editor_behavior	docs/plans/2026-06-15-slate-migration-skill.md	238	- Verified: `pnpm install`, source/mirror/template audits, agent-native source parity audit.
working-tree	editor_behavior,proof	docs/plans/2026-06-15-slate-migration-skill.md	239	- Browser check: N/A, no browser surface changed.
working-tree	api_dx	docs/plans/2026-06-15-slate-migration-skill.md	240	- Outcome: `slate-migration` skill and dedicated template created and routed.
working-tree	api_dx	docs/plans/2026-06-15-slate-migration-skill.md	241	- Caveat: No actual Plate migration was run in this task.
working-tree	api_dx	docs/plans/2026-06-15-slate-migration-skill.md	243	- Chosen boundary: `.agents/rules/slate-migration.mdc` plus `docs/plans/templates/slate-migration.md`.
working-tree	supervisor,api_dx	docs/plans/2026-06-15-slate-migration-skill.md	245	- Why not broader change: `slate-auto` remains the broad supervisor; this skill only owns migration closure.
working-tree	vision,editor_behavior	docs/plans/2026-06-15-slate-migration-skill.md	246	- Verified: `pnpm install`; generated mirror audit; AGENTS routing audit; north-star reference audit; agent-native source parity audit.
working-tree	maintainer	docs/plans/2026-06-15-slate-migration-skill.md	247	- PR body verified: N/A, no PR.
working-tree	maintainer	docs/plans/2026-06-15-slate-migration-skill.md	249	Task-style PR body contract:
working-tree	maintainer	docs/plans/2026-06-15-slate-migration-skill.md	252	- Use the accepted kitcn PR #270 visual format. The body starts with an emoji
working-tree	maintainer	docs/plans/2026-06-15-slate-migration-skill.md	253	issue/tracker/fix line, for example `🐛 Fixes #123` or `🐛 Fixes ➖ N/A`, then
working-tree	editor_behavior,proof	docs/plans/2026-06-15-slate-migration-skill.md	255	- Use this exact table header: `| Phase | 🧪 Tests | 🌐 Browser |`.
working-tree	proof	docs/plans/2026-06-15-slate-migration-skill.md	256	- Use `Reproduced` and `Verified` rows. Mark passing proof with `🟢`, repro or
working-tree	proof	docs/plans/2026-06-15-slate-migration-skill.md	257	failing proof with `🔴`, and non-applicable cells with `➖ N/A`.
working-tree	maintainer	docs/plans/2026-06-15-slate-migration-skill.md	260	- Never include a line that links to the current PR itself. The current PR URL
working-tree	maintainer,proof	docs/plans/2026-06-15-slate-migration-skill.md	262	- Do not replace this with a generic `Summary` / `Verification` PR body, an
working-tree	maintainer,proof	docs/plans/2026-06-15-slate-migration-skill.md	266	- Proof is `gh pr view --json body` output or a concise source-backed summary
working-tree	supervisor	docs/plans/2026-06-15-slate-migration-skill.md	269	Final handoff / sync:
working-tree	maintainer	docs/plans/2026-06-15-slate-migration-skill.md	270	- PR: N/A.
working-tree	maintainer	docs/plans/2026-06-15-slate-migration-skill.md	271	- Issue / tracker: N/A.
working-tree	editor_behavior,proof	docs/plans/2026-06-15-slate-migration-skill.md	272	- Browser proof: N/A.
working-tree	api_dx	docs/plans/2026-06-15-slate-migration-skill.md	273	- Caveats: no runtime migration executed.
working-tree	api_dx	docs/plans/2026-06-15-slate-migration-skill.md	277	- 2026-06-15T17:17:00Z Added `slate-migration` source rule and dedicated template.
working-tree	editor_behavior	docs/plans/2026-06-15-slate-migration-skill.md	280	- 2026-06-15T17:21:00Z Source/mirror/template and agent-native audits passed.
working-tree	api_dx	docs/plans/2026-06-15-slate-migration-skill.md	287	| What is the goal? | Create `slate-migration` skill and template |
working-tree	supervisor,api_dx	docs/plans/2026-06-15-slate-migration-skill.md	288	| What have I learned? | Use a migration-specific template; route changeset style to `changeset`; keep `slate-auto` as broad supervisor |
working-tree	vision	docs/plans/2026-06-15-slate-migration-skill.md	289	| What have I done? | Added source rule, generated mirror, template, AGENTS routing, north-star reference, and audits |
working-tree	api_dx,proof	docs/plans/2026-06-15-slate-migration-skill.md	292	- None for skill creation. The next real test is using `slate-migration` on an actual Plate-to-Slate-v2 migration packet.
working-tree	api_dx	docs/plans/2026-06-15-slate-v2-docs-skeptical-polish.md	1	# slate v2 docs skeptical polish
working-tree	api_dx	docs/plans/2026-06-15-slate-v2-docs-skeptical-polish.md	4	Polish Slate v2 release and migration docs for skeptical developers; done when source-backed audits, review, and plan checks pass.
working-tree	api_dx	docs/plans/2026-06-15-slate-v2-docs-skeptical-polish.md	7	docs/plans/2026-06-15-slate-v2-docs-skeptical-polish.md
working-tree	api_dx	docs/plans/2026-06-15-slate-v2-docs-skeptical-polish.md	10	docs/plans/templates/docs.md
working-tree	api_dx	docs/plans/2026-06-15-slate-v2-docs-skeptical-polish.md	13	docs/plans/templates/docs.md
working-tree	api_dx	docs/plans/2026-06-15-slate-v2-docs-skeptical-polish.md	16	- package-api (docs/plans/templates/packs/package-api.md)
working-tree	api_dx	docs/plans/2026-06-15-slate-v2-docs-skeptical-polish.md	18	Docs source:
working-tree	supervisor,api_dx	docs/plans/2026-06-15-slate-v2-docs-skeptical-polish.md	19	- type: user-requested docs quality loop
working-tree	api_dx	docs/plans/2026-06-15-slate-v2-docs-skeptical-polish.md	21	- title: Slate v2 release and migration docs skeptical polish
working-tree	api_dx,proof	docs/plans/2026-06-15-slate-v2-docs-skeptical-polish.md	22	- acceptance criteria: step back and keep improving `.tmp/slate-v2/docs/releases/slate-v2.md` and `.tmp/slate-v2/docs/migration/slate-v2.md` until they satisfy a skeptical Slate developer: clear why v2 exists, honest limits, exact migration path, precise API names/imports, no marketing fog, no stale guidance, no unproven release claims, source-backed examples, and clean review/audit proof.
working-tree	api_dx	docs/plans/2026-06-15-slate-v2-docs-skeptical-polish.md	24	Docs lane:
working-tree	api_dx	docs/plans/2026-06-15-slate-v2-docs-skeptical-polish.md	25	- lane: release/blog narrative plus guide/system migration
working-tree	api_dx	docs/plans/2026-06-15-slate-v2-docs-skeptical-polish.md	26	- target docs: `.tmp/slate-v2/docs/releases/slate-v2.md` and `.tmp/slate-v2/docs/migration/slate-v2.md`
working-tree	api_dx,proof	docs/plans/2026-06-15-slate-v2-docs-skeptical-polish.md	27	- documented source owner: `.tmp/slate-v2/packages/**`, `.tmp/slate-v2/docs/**`, and current Slate v2 proof/readiness docs under `docs/slate-v2/**`
working-tree	api_dx	docs/plans/2026-06-15-slate-v2-docs-skeptical-polish.md	28	- nearest sibling docs: `.tmp/slate-v2/docs/Summary.md`, `.tmp/slate-v2/Readme.md`, package readmes, roots/document-state docs, React setup/hooks docs, and Better Auth release/migration examples for style only
working-tree	api_dx	docs/plans/2026-06-15-slate-v2-docs-skeptical-polish.md	29	- plugin page: N/A: not a plugin page
working-tree	supervisor	docs/plans/2026-06-15-slate-v2-docs-skeptical-polish.md	31	First checkpoint:
working-tree	supervisor	docs/plans/2026-06-15-slate-v2-docs-skeptical-polish.md	34	timing/duration, stop conditions, deliverables, final handoff sections,
working-tree	proof	docs/plans/2026-06-15-slate-v2-docs-skeptical-polish.md	35	verification surface, and success criteria.
working-tree	api_dx	docs/plans/2026-06-15-slate-v2-docs-skeptical-polish.md	40	- Both target docs read like they were written for a skeptical Slate developer, not for someone already convinced.
working-tree	api_dx,proof	docs/plans/2026-06-15-slate-v2-docs-skeptical-polish.md	41	- Release doc explains value, limits, package ownership, migration entry points, proof posture, and hard cuts without overclaiming release/publish/mobile/pagination/collab readiness.
working-tree	api_dx	docs/plans/2026-06-15-slate-v2-docs-skeptical-polish.md	42	- Migration guide gives a concrete porting path from old Slate to v2, with old/new examples, exact imports, root/state persistence guidance, event/hook mapping, validation checklist, and clear stop conditions.
working-tree	api_dx	docs/plans/2026-06-15-slate-v2-docs-skeptical-polish.md	43	- Every named public API/import/package claim is backed by current source or explicitly labeled repo-private/experimental/deferred.
working-tree	api_dx	docs/plans/2026-06-15-slate-v2-docs-skeptical-polish.md	45	- Docs closure is legal only when the page teaches the fastest correct path,
working-tree	api_dx	docs/plans/2026-06-15-slate-v2-docs-skeptical-polish.md	46	every claim is source-backed, docs-lane shape is satisfied, required MDX/link/
working-tree	supervisor,api_dx	docs/plans/2026-06-15-slate-v2-docs-skeptical-polish.md	48	`node .agents/skills/autogoal/scripts/check-complete.mjs docs/plans/2026-06-15-slate-v2-docs-skeptical-polish.md`
working-tree	proof	docs/plans/2026-06-15-slate-v2-docs-skeptical-polish.md	51	Verification surface:
working-tree	api_dx,proof	docs/plans/2026-06-15-slate-v2-docs-skeptical-polish.md	52	- Source reads: target docs, adjacent Slate v2 docs/readmes/source, selected public export/test surfaces, and Better Auth style examples.
working-tree	api_dx,proof	docs/plans/2026-06-15-slate-v2-docs-skeptical-polish.md	54	- Package proof: focused package surface/import tests in `.tmp/slate-v2` for packages named by the docs.
working-tree	api_dx,proof	docs/plans/2026-06-15-slate-v2-docs-skeptical-polish.md	55	- Review proof: targeted autoreview prompt against the two target docs after edits.
working-tree	api_dx	docs/plans/2026-06-15-slate-v2-docs-skeptical-polish.md	58	- Follow `.agents/rules/docs-creator.mdc` for docs style and workflow.
working-tree	api_dx	docs/plans/2026-06-15-slate-v2-docs-skeptical-polish.md	59	- Write current-state docs only. No changelog voice.
